hotelNo,node,checkinDate,checkoutDate,hotelName,address,minCharge,reviewAverage,hasReview
50199,Node A - Tojinbo,2026-10-04,2026-10-05,休暇村　越前三国,福井県坂井市三国町崎15-45,10500,4.39,True
188978,Node A - Tojinbo,2026-10-04,2026-10-05,オーベルジュほまち　三國湊（ミシュランセレクテッド２０２５）,福井県坂井市三国町南本町三丁目4-39,13310,4.7,True
142842,Node A - Tojinbo,2026-10-04,2026-10-05,三国温泉　展望自慢の料理旅館　はれや旅館,福井県坂井市三国町梶26-45-1,6600,4.25,True
151471,Node A - Tojinbo,2026-10-04,2026-10-05,詰所三國,福井県坂井市三国町南本町3-3-17,9215,5.0,True
199029,Node A - Tojinbo,2026-10-04,2026-10-05,ゲストハウス　レトロマチカ,福井県坂井市三国町神明2-4-2,4000,,False
173266,Node A - Tojinbo,2026-10-04,2026-10-05,ビビ民泊／民泊,福井県坂井市三国町緑ヶ丘4‐15‐32,4130,5.0,True
199433,Node A - Tojinbo,2026-10-04,2026-10-05,ＰＡＷ　＆　ＳＴＡＹ　Ｍｉｋｕｎｉ,福井県坂井市三国町北本町1-4-38,10620,,False
192215,Node A - Tojinbo,2026-10-04,2026-10-05,Ｏｒｕｇａ　Ｒｅｓｏｒｔ　オルガリゾート,福井県坂井市三国町浜地30字馬畔5-1,4800,4.41,True
135521,Node A - Tojinbo,2026-10-04,2026-10-05,料理旅館　ふくや,福井県坂井市三国町緑ヶ丘4-1-46,5500,4.5,True
194432,Node A - Tojinbo,2026-10-04,2026-10-05,Ａｕｂｅｒｇｅ　Ｓ＇Ａｍｕｓｅｒ　＾,福井県坂井市三国町北本町4-5-31　Ａｕｂｅｒｇｅ　Ｓ＇Ａｍｕｓｅｒ,16008,,False
196882,Node A - Tojinbo,2026-10-04,2026-10-05,Ｌａｐｉｔａ　Ｒｅｓｏｒｔ,福井県坂井市三国町梶31-32,67625,,False
188091,Node A - Tojinbo,2026-10-04,2026-10-05,モリス・リゾート東尋坊　｜　Ｍｏｒｒｉｓ　Ｒｅｓｏｒｔ　Ｔｏｈｇｉｎｂｏｗ,福井県坂井市三国町安島58-31-8,30400,4.25,True
74717,Node A - Tojinbo,2026-10-05,2026-10-06,ビジネスホテル　つるや,福井県坂井市三国町緑ヶ丘2-5-27,7150,3.9,True
14786,Node A - Tojinbo,2026-10-05,2026-10-06,リゾートホテル＆レストラン　なぎさ,福井県坂井市三国町梶,4500,3.74,True
14625,Node A - Tojinbo,2026-10-05,2026-10-06,荒磯料理　民宿　冨士,福井県坂井市三国町梶38-37-5,5830,4.36,True
50199,Node A - Tojinbo,2026-10-05,2026-10-06,休暇村　越前三国,福井県坂井市三国町崎15-45,10500,4.39,True
188978,Node A - Tojinbo,2026-10-05,2026-10-06,オーベルジュほまち　三國湊（ミシュランセレクテッド２０２５）,福井県坂井市三国町南本町三丁目4-39,13310,4.7,True
142842,Node A - Tojinbo,2026-10-05,2026-10-06,三国温泉　展望自慢の料理旅館　はれや旅館,福井県坂井市三国町梶26-45-1,6600,4.25,True
151471,Node A - Tojinbo,2026-10-05,2026-10-06,詰所三國,福井県坂井市三国町南本町3-3-17,9215,5.0,True
199029,Node A - Tojinbo,2026-10-05,2026-10-06,ゲストハウス　レトロマチカ,福井県坂井市三国町神明2-4-2,4000,,False
173266,Node A - Tojinbo,2026-10-05,2026-10-06,ビビ民泊／民泊,福井県坂井市三国町緑ヶ丘4‐15‐32,4130,5.0,True
192215,Node A - Tojinbo,2026-10-05,2026-10-06,Ｏｒｕｇａ　Ｒｅｓｏｒｔ　オルガリゾート,福井県坂井市三国町浜地30字馬畔5-1,4800,4.41,True
199433,Node A - Tojinbo,2026-10-05,2026-10-06,ＰＡＷ　＆　ＳＴＡＹ　Ｍｉｋｕｎｉ,福井県坂井市三国町北本町1-4-38,10620,,False
135521,Node A - Tojinbo,2026-10-05,2026-10-06,料理旅館　ふくや,福井県坂井市三国町緑ヶ丘4-1-46,5500,4.5,True
196882,Node A - Tojinbo,2026-10-05,2026-10-06,Ｌａｐｉｔａ　Ｒｅｓｏｒｔ,福井県坂井市三国町梶31-32,67625,,False
188091,Node A - Tojinbo,2026-10-05,2026-10-06,モリス・リゾート東尋坊　｜　Ｍｏｒｒｉｓ　Ｒｅｓｏｒｔ　Ｔｏｈｇｉｎｂｏｗ,福井県坂井市三国町安島58-31-8,30400,4.25,True
181073,Node B - Fukui Station East,2026-10-01,2026-10-02,ホテルフジタ福井,福井県福井市大手3-12-20,5300,4.12,True
172494,Node B - Fukui Station East,2026-10-01,2026-10-02,天然温泉　羽二重の湯　ドーミーインＰＲＥＭＩＵＭ福井（ドーミーイン・御宿野乃　ホテルズグループ）,福井県福井市中央1-18-1,6300,4.44,True
2128,Node B - Fukui Station East,2026-10-01,2026-10-02,アパホテル〈福井片町〉,福井県福井市順化1-16-7,4275,3.99,True
52099,Node B - Fukui Station East,2026-10-01,2026-10-02,ホテルエコノ福井駅前,福井県福井市日之出1-1-17,3850,3.65,True
197927,Node B - Fukui Station East,2026-10-01,2026-10-02,天然温泉　越前の湯　御宿　野乃福井（２０２６年２月１８日ＯＰＥＮ）,福井県福井市大手3-7-2,7728,4.64,True
7142,Node B - Fukui Station East,2026-10-01,2026-10-02,アズイン福井（旧：エースイン福井）,福井県福井市中央3-4-20,5050,4.07,True
1999,Node B - Fukui Station East,2026-10-01,2026-10-02,ホテル京福　福井駅前,福井県福井市日之出1-18-1,2940,3.97,True
5156,Node B - Fukui Station East,2026-10-01,2026-10-02,福井パレスホテル,福井県福井市順化1-5-18,6050,3.82,True
141249,Node B - Fukui Station East,2026-10-01,2026-10-02,福井フェニックスホテル,福井県福井市大手2-4-18,5700,3.87,True
68681,Node B - Fukui Station East,2026-10-01,2026-10-02,ホテルルートイン福井駅前,福井県福井市大手2-1-14,6100,3.95,True
10787,Node B - Fukui Station East,2026-10-01,2026-10-02,福井プラザホテル,福井県福井市大手2-6-5,5300,3.95,True
189079,Node B - Fukui Station East,2026-10-01,2026-10-02,コートヤード・バイ・マリオット福井,福井県福井市中央1-3-5,7157,4.41,True
29376,Node B - Fukui Station East,2026-10-01,2026-10-02,福井アカデミアホテル,福井県福井市菅谷1-1-22,3900,4.29,True
9468,Node B - Fukui Station East,2026-10-01,2026-10-02,城町アネックス,福井県福井市大手2-18-1,6000,4.51,True
14187,Node B - Fukui Station East,2026-10-01,2026-10-02,宝永旅館,福井県福井市宝永3-7-16,6724,3.15,True
40116,Node B - Fukui Station East,2026-10-01,2026-10-02,かねこ旅館,福井県福井市文京4-2-7,5060,4.71,True
84678,Node B - Fukui Station East,2026-10-01,2026-10-02,香爐園,福井県福井市中央3-8-16,11000,0.0,True
84976,Node B - Fukui Station East,2026-10-01,2026-10-02,亀の井ホテル　福井,福井県福井市渕町43-17,8453,4.03,True
