date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-06-16,56,165,106,2067945,55
2026-06-17,66,106,83,1365420,65
2026-06-18,50,98,69,1135100,48
2026-06-19,107,194,130,1785690,106
2026-06-20,95,218,113,3019804,94
2026-06-21,62,95,56,1375180,49
2026-06-22,38,125,95,1622500,38
2026-06-23,43,147,95,1497590,39
2026-06-24,38,71,57,898670,37
2026-06-25,46,131,79,1727515,45
2026-06-26,82,161,122,2000415,80
2026-06-27,58,154,78,2547020,53
2026-06-28,50,127,79,1531125,44
2026-06-29,41,69,67,880125,41
2026-06-30,29,41,33,301980,27
2026-07-01,60,84,50,1082360,26
2026-07-02,43,127,107,1391190,40
2026-07-03,50,107,81,1595144,47
2026-07-04,61,141,71,2446740,61
2026-07-05,49,116,71,1669274,41
2026-07-06,33,68,46,755450,32
2026-07-07,22,70,53,764480,21
2026-07-08,38,90,61,945440,31
2026-07-09,38,79,50,627551,38
2026-07-10,65,159,115,1694710,63
2026-07-11,64,223,96,2900184,64
2026-07-12,43,112,63,1585545,38
2026-07-13,29,53,40,767680,27
2026-07-14,42,55,44,903140,36
2026-07-15,30,47,41,499068,29
2026-07-16,37,145,88,1799147,36
2026-07-17,53,72,41,1063471,36
2026-07-18,80,177,86,3786655,76
2026-07-19,73,208,99,3397354,72
2026-07-20,37,97,60,1378719,36
2026-07-21,22,74,40,1175690,21
2026-07-22,25,88,45,985360,21
2026-07-23,17,35,20,411962,14
2026-07-24,39,99,52,1253510,36
2026-07-25,61,171,72,2853513,58
2026-07-26,61,134,56,1770424,50
2026-07-27,39,136,83,1752280,38
2026-07-28,30,94,55,1399560,29
2026-07-29,31,80,52,1003435,27
2026-07-30,37,90,41,1133751,33
2026-07-31,47,161,89,2126456,41
2026-08-01,146,328,141,5374941,111
2026-08-02,45,128,66,1670319,40
2026-08-03,52,85,45,1166634,41
2026-08-04,68,85,55,1022920,49
2026-08-05,44,104,60,1277011,41
2026-08-06,32,84,49,1282416,32
2026-08-07,49,138,104,1545782,45
2026-08-08,46,155,72,2608235,45
2026-08-09,54,206,106,3726275,52
2026-08-10,44,112,63,2181159,43
2026-08-11,45,102,45,2056837,40
2026-08-12,47,131,52,2934115,44
2026-08-13,36,110,42,2245660,36
2026-08-14,45,116,47,2379260,44
2026-08-15,23,59,26,1057830,23
2026-08-16,34,54,26,885120,24
2026-08-17,35,62,33,669670,29
2026-08-18,28,91,52,1052130,27
2026-08-19,20,51,34,578760,20
2026-08-20,15,41,23,692930,15
2026-08-21,30,71,29,969821,24
2026-08-22,40,130,49,1178215,34
2026-08-23,34,110,77,1214405,34
2026-08-24,30,72,61,911915,26
2026-08-25,24,86,63,1234795,24
2026-08-26,22,36,24,280280,21
2026-08-27,47,118,73,1513760,47
2026-08-28,33,79,67,1160240,26
2026-08-29,27,102,51,1427620,27
2026-08-30,19,47,23,665320,18
2026-08-31,13,25,35,156790,13
2026-09-01,19,25,33,205513,15
2026-09-02,14,27,39,221683,14
2026-09-03,19,104,73,1017803,18
2026-09-04,19,58,52,670328,18
2026-09-05,42,90,49,1170414,41
2026-09-06,16,62,35,802450,16
2026-09-07,21,62,60,448450,17
2026-09-08,18,85,69,1184560,16
2026-09-09,24,57,50,529120,24
2026-09-10,22,89,50,768980,22
2026-09-11,13,72,47,939540,13
2026-09-12,33,54,34,700550,33
2026-09-13,0,0,0,0,0
2026-09-14,2,17,5,37400,2
