date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-04-08,51,83,58,1049130,48
2025-04-09,36,90,60,1216910,36
2025-04-10,46,78,69,984360,46
2025-04-11,32,70,56,1080900,32
2025-04-12,67,184,107,3372780,66
2025-04-13,71,135,76,2067260,66
2025-04-14,45,92,76,1325026,44
2025-04-15,38,136,68,2187740,37
2025-04-16,56,123,91,1931550,53
2025-04-17,34,91,75,1250180,34
2025-04-18,44,147,78,2346235,42
2025-04-19,81,165,108,2374840,79
2025-04-20,38,87,61,1279250,33
2025-04-21,40,111,75,1482090,35
2025-04-22,39,66,45,866310,36
2025-04-23,44,127,88,1668000,39
2025-04-24,35,115,82,1450800,34
2025-04-25,31,100,69,1318240,31
2025-04-26,48,121,70,2129330,47
2025-04-27,40,102,60,1897010,36
2025-04-28,35,86,59,1388420,33
2025-04-29,32,84,59,1342990,31
2025-04-30,32,112,75,1724120,32
2025-05-01,35,90,58,1567990,35
2025-05-02,42,102,78,1768260,41
2025-05-03,90,175,84,3496067,83
2025-05-04,66,192,93,3877616,65
2025-05-05,28,74,53,1990820,28
2025-05-06,15,28,14,485150,14
2025-05-07,12,30,37,388230,12
2025-05-08,25,79,66,1209770,20
2025-05-09,45,61,68,695480,45
2025-05-10,43,98,68,1327860,40
2025-05-11,13,39,18,341960,13
2025-05-12,23,49,45,562250,21
2025-05-13,15,57,42,523450,15
2025-05-14,25,39,27,610090,25
2025-05-15,30,75,46,840330,30
2025-05-16,37,139,77,2147300,37
2025-05-17,84,275,145,3924210,84
2025-05-18,27,89,56,1402000,26
2025-05-19,21,56,29,889650,19
2025-05-20,32,57,42,632310,32
2025-05-21,31,52,54,435270,30
2025-05-22,32,58,37,479360,32
2025-05-23,39,114,66,1751828,39
2025-05-24,48,82,45,1340457,44
2025-05-25,25,81,52,1222376,25
2025-05-26,21,65,46,918726,21
2025-05-27,22,46,27,514060,22
2025-05-28,19,66,29,630840,19
2025-05-29,28,45,31,623520,26
2025-05-30,19,85,36,1285400,19
2025-05-31,22,45,48,896030,22
2025-06-01,26,74,51,1027810,23
2025-06-02,21,72,43,733380,18
2025-06-03,25,42,32,671230,24
2025-06-04,5,13,12,104310,5
2025-06-05,10,60,42,534530,10
2025-06-06,9,55,36,714880,9
2025-06-07,22,101,42,1409150,22
2025-06-08,9,55,34,659440,9
2025-06-09,18,64,37,558580,17
2025-06-10,14,102,53,1099870,14
2025-06-11,16,30,19,117550,15
2025-06-12,28,87,58,811430,28
2025-06-13,11,39,33,560850,11
2025-06-14,17,48,22,904400,17
2025-06-15,15,65,39,731444,15
2025-06-16,10,60,30,717880,9
2025-06-17,5,5,5,37580,5
2025-06-18,16,72,43,639540,16
2025-06-19,13,73,40,711110,12
2025-06-20,10,51,28,761780,10
2025-06-21,20,38,20,862490,20
2025-06-22,7,167,82,2387730,7
2025-06-23,7,54,27,475490,7
2025-06-24,11,16,33,149010,11
2025-06-25,6,6,6,44070,6
2025-06-26,14,61,54,575670,12
2025-06-27,29,49,36,535340,28
2025-06-28,21,80,38,1056100,21
2025-06-29,6,35,28,416190,6
2025-06-30,5,78,39,829510,5
2025-07-01,13,12,12,77000,11
2025-07-02,6,58,26,729100,6
2025-07-03,5,39,30,343380,5
2025-07-04,3,6,3,119550,3
2025-07-05,10,25,11,323760,10
2025-07-06,0,0,0,0,0
2025-07-07,0,0,0,0,0
