date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-08-26,38,81,48,1204770,34
2026-08-27,41,99,65,1753125,38
2026-08-28,57,125,68,2181725,49
2026-08-29,48,149,68,2936020,44
2026-08-30,39,85,43,1786665,33
2026-08-31,32,67,43,781471,25
2026-09-01,55,39,27,496523,18
2026-09-02,26,49,35,638443,25
2026-09-03,17,139,79,1616783,16
2026-09-04,33,145,81,2013954,31
2026-09-05,64,183,77,3002526,63
2026-09-06,25,91,45,1411630,22
2026-09-07,31,73,57,648920,27
2026-09-08,17,76,63,1324010,15
2026-09-09,25,79,55,1027620,25
2026-09-10,14,103,60,1181170,14
2026-09-11,51,137,79,2330840,39
2026-09-12,31,111,57,2349894,31
2026-09-13,25,80,64,1255040,21
2026-09-14,27,85,56,1091645,24
2026-09-15,25,111,45,1496170,24
2026-09-16,27,88,60,1057870,25
2026-09-17,13,96,61,1149900,13
2026-09-18,29,52,27,850596,23
2026-09-19,73,164,71,3506431,63
2026-09-20,46,190,101,4285252,42
2026-09-21,63,188,91,4199181,62
2026-09-22,51,160,59,3078550,51
2026-09-23,27,87,66,1778485,22
2026-09-24,21,42,25,810510,21
2026-09-25,51,115,85,1781980,36
2026-09-26,48,153,76,2508540,45
2026-09-27,17,76,80,1319650,14
2026-09-28,15,40,36,347170,13
2026-09-29,25,68,35,1189070,25
2026-09-30,16,69,58,1043295,16
2026-10-01,16,49,56,715695,15
2026-10-02,18,90,61,1429950,16
2026-10-03,34,129,58,2872750,33
2026-10-04,12,57,55,801730,12
2026-10-05,23,94,55,1528295,20
2026-10-06,14,34,14,569145,12
2026-10-07,16,47,22,600615,16
2026-10-08,10,114,61,1604025,10
2026-10-09,32,88,47,1326570,32
2026-10-10,32,157,79,3281635,31
2026-10-11,34,115,60,2506695,32
2026-10-12,21,97,49,1368070,15
2026-10-13,13,68,51,887150,12
2026-10-14,8,48,26,998940,8
2026-10-15,18,104,59,1683340,16
2026-10-16,35,72,58,1356550,34
2026-10-17,37,91,41,1930384,36
2026-10-18,29,120,63,1991240,21
2026-10-19,26,93,66,1661550,20
2026-10-20,13,62,38,860790,9
2026-10-21,12,65,46,850230,12
2026-10-22,14,117,68,1556460,14
2026-10-23,43,142,75,2160875,38
2026-10-24,31,145,76,2599375,25
2026-10-25,21,119,89,2163930,18
2026-10-26,28,66,49,1050420,16
2026-10-27,7,57,34,929000,6
2026-10-28,11,51,33,652850,8
2026-10-29,6,23,11,397760,5
2026-10-30,20,85,44,1319630,18
2026-10-31,30,110,39,2215035,29
2026-11-01,26,35,34,796100,15
2026-11-02,15,46,20,927050,14
2026-11-03,2,11,6,133100,2
2026-11-04,10,54,33,884820,9
2026-11-05,9,59,55,1017300,8
2026-11-06,16,92,63,1013150,13
2026-11-07,13,38,19,1065050,13
2026-11-08,26,56,44,1294000,17
2026-11-09,26,53,50,1528960,25
2026-11-10,11,65,29,1180400,11
2026-11-11,11,83,36,1273005,10
2026-11-12,19,61,64,1337550,18
2026-11-13,29,95,47,2059800,27
2026-11-14,21,140,60,3744065,21
2026-11-15,34,91,52,1445380,23
2026-11-16,12,42,25,758905,11
2026-11-17,9,70,33,1077980,9
2026-11-18,12,103,63,1857800,12
2026-11-19,12,50,42,755700,12
2026-11-20,21,38,21,1109480,18
2026-11-21,23,92,46,1338150,18
2026-11-22,24,162,70,3415929,23
2026-11-23,20,95,35,1423545,14
2026-11-24,14,10,6,312425,6
