date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-11-07,73,220,125,3115994,68
2024-11-08,81,184,107,3032260,79
2024-11-09,84,254,125,4581340,82
2024-11-10,87,207,115,3519089,81
2024-11-11,86,187,114,2579408,76
2024-11-12,66,153,101,2270664,63
2024-11-13,51,148,106,1846399,47
2024-11-14,41,112,85,1721060,40
2024-11-15,49,101,55,1740360,48
2024-11-16,81,201,94,4238985,62
2024-11-17,59,178,100,3165194,57
2024-11-18,41,141,97,2332125,37
2024-11-19,42,153,93,2418325,42
2024-11-20,36,137,87,2064280,35
2024-11-21,44,155,109,2569523,42
2024-11-22,69,186,120,2721843,69
2024-11-23,46,148,77,2743402,46
2024-11-24,48,183,95,3137780,40
2024-11-25,45,141,94,2301070,43
2024-11-26,48,144,75,2324660,48
2024-11-27,19,79,52,1061560,17
2024-11-28,50,101,76,1414660,48
2024-11-29,36,118,68,2810700,36
2024-11-30,57,161,77,3092563,57
2024-12-01,48,114,44,1849040,34
2024-12-02,32,99,71,1903460,30
2024-12-03,20,79,43,1204254,20
2024-12-04,37,132,65,1776670,30
2024-12-05,48,96,60,1442740,34
2024-12-06,25,110,66,1667910,25
2024-12-07,39,162,82,2872990,39
2024-12-08,48,108,68,2270580,41
2024-12-09,31,116,74,1225740,29
2024-12-10,25,54,49,886390,22
2024-12-11,33,80,53,663880,33
2024-12-12,39,63,44,916480,37
2024-12-13,51,113,69,1720060,48
2024-12-14,54,146,79,2985300,54
2024-12-15,43,130,57,2289110,33
2024-12-16,33,36,32,579610,18
2024-12-17,22,38,26,639380,22
2024-12-18,28,40,32,481400,27
2024-12-19,19,52,39,779950,18
2024-12-20,66,151,78,1814270,64
2024-12-21,32,77,36,1428470,32
2024-12-22,40,74,46,1305760,29
2024-12-23,43,50,36,740334,30
2024-12-24,19,36,25,521710,18
2024-12-25,21,43,30,589570,17
2024-12-26,11,23,19,328210,11
2024-12-27,33,98,45,1593040,28
2024-12-28,37,99,64,2284930,32
2024-12-29,33,114,45,2958508,33
2024-12-30,21,67,25,1603220,19
2024-12-31,37,125,58,3118920,36
2025-01-01,49,143,55,3825310,32
2025-01-02,27,72,30,1952890,23
2025-01-03,22,79,48,1876050,20
2025-01-04,9,49,29,801280,8
2025-01-05,37,22,15,270480,13
2025-01-06,20,25,21,253520,16
2025-01-07,24,29,35,343020,11
2025-01-08,19,30,20,395930,15
2025-01-09,13,48,44,702930,12
2025-01-10,13,56,22,840370,12
2025-01-11,21,50,27,781030,20
2025-01-12,18,81,29,1493890,18
2025-01-13,14,29,16,480120,13
2025-01-14,13,30,17,417750,12
2025-01-15,11,76,40,280580,10
2025-01-16,17,6,5,116780,2
2025-01-17,15,89,66,1263230,14
2025-01-18,38,127,81,1803680,37
2025-01-19,51,29,20,410920,18
2025-01-20,14,47,41,734420,13
2025-01-21,4,38,18,538420,4
2025-01-22,2,11,11,86320,2
2025-01-23,10,42,46,508120,10
2025-01-24,12,32,17,484278,12
2025-01-25,21,74,37,1449040,19
2025-01-26,28,45,24,733680,19
2025-01-27,3,22,24,294330,3
2025-01-28,0,3,3,24280,0
2025-01-29,7,35,16,460760,7
2025-01-30,13,50,46,707160,12
2025-01-31,6,20,10,295970,6
2025-02-01,27,63,28,1282100,13
2025-02-02,9,16,25,305420,9
2025-02-03,6,53,54,681420,6
2025-02-04,1,2,1,34100,1
