date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-10-22,77,177,124,2070399,65
2024-10-23,61,144,99,1353844,59
2024-10-24,63,152,116,2037314,59
2024-10-25,104,196,130,2639164,98
2024-10-26,102,248,136,3334170,101
2024-10-27,96,178,111,2245870,82
2024-10-28,80,185,108,2414650,81
2024-10-29,67,121,83,1383444,67
2024-10-30,65,163,114,1635320,65
2024-10-31,52,197,108,2745870,50
2024-11-01,62,132,73,2064390,63
2024-11-02,82,214,104,3582095,80
2024-11-03,53,204,100,3423070,52
2024-11-04,42,147,79,2341590,40
2024-11-05,61,109,73,1689800,56
2024-11-06,46,120,97,1275600,45
2024-11-07,54,185,109,2554464,52
2024-11-08,58,146,82,2427220,57
2024-11-09,76,259,120,3939540,75
2024-11-10,65,194,97,3446915,60
2024-11-11,65,186,98,2754604,61
2024-11-12,48,121,72,1402354,45
2024-11-13,48,133,92,1554849,45
2024-11-14,27,131,70,1522770,26
2024-11-15,33,91,58,1336210,33
2024-11-16,74,194,88,3973025,56
2024-11-17,59,217,101,3849384,58
2024-11-18,30,115,66,2047575,27
2024-11-19,25,127,80,1714225,25
2024-11-20,28,81,70,1309930,28
2024-11-21,41,126,85,2215473,39
2024-11-22,74,193,107,2435993,75
2024-11-23,45,175,77,2995402,46
2024-11-24,46,174,78,2918690,39
2024-11-25,32,149,80,1889170,32
2024-11-26,38,149,95,2096940,38
2024-11-27,12,79,67,1047560,11
2024-11-28,42,116,67,1323510,41
2024-11-29,32,130,84,2888460,33
2024-11-30,51,182,90,3101246,51
2024-12-01,39,108,37,1618770,27
2024-12-02,26,92,66,1607860,26
2024-12-03,16,108,35,1464884,17
2024-12-04,31,121,59,1611820,24
2024-12-05,48,118,64,1824430,34
2024-12-06,48,121,82,1412130,48
2024-12-07,56,174,99,2556290,56
2024-12-08,40,83,41,1449800,35
2024-12-09,32,103,75,1039590,30
2024-12-10,23,71,52,1123590,21
2024-12-11,30,77,51,450530,31
2024-12-12,26,44,32,590270,25
2024-12-13,34,85,51,1139310,31
2024-12-14,41,125,66,2478620,41
2024-12-15,36,102,46,1901510,26
2024-12-16,23,33,42,485160,8
2024-12-17,3,7,6,98980,3
2024-12-18,11,33,16,269840,11
2024-12-19,9,19,29,239150,8
2024-12-20,18,72,28,1249690,17
2024-12-21,23,103,27,1018020,24
2024-12-22,27,37,33,518460,16
2024-12-23,28,24,21,304484,15
2024-12-24,11,18,16,354800,10
2024-12-25,14,32,23,405510,11
2024-12-26,6,17,14,172850,6
2024-12-27,23,62,27,750680,18
2024-12-28,26,88,56,1943700,24
2024-12-29,22,82,30,2316838,22
2024-12-30,14,43,16,1376370,13
2024-12-31,29,111,50,2764650,28
2025-01-01,40,116,45,3210690,23
2025-01-02,19,61,22,1640250,15
2025-01-03,15,67,40,1385150,13
2025-01-04,5,44,25,673280,4
2025-01-05,30,14,9,210060,7
2025-01-06,17,20,17,230720,13
2025-01-07,16,59,28,354720,4
2025-01-08,3,8,8,66080,3
2025-01-09,5,52,31,81480,4
2025-01-10,6,37,15,524120,5
2025-01-11,16,37,22,592510,15
2025-01-12,10,57,20,997240,10
2025-01-13,6,51,30,138020,5
2025-01-14,4,11,8,107000,4
2025-01-15,3,76,34,129880,4
2025-01-16,16,3,3,25380,1
2025-01-17,9,68,60,917280,8
2025-01-18,17,125,56,1877030,17
2025-01-19,38,13,11,203460,9
