date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-07-18,79,144,93,2060200,70
2025-07-19,125,294,137,4623858,114
2025-07-20,100,276,129,4210660,98
2025-07-21,62,107,62,1409459,51
2025-07-22,94,115,88,1406940,68
2025-07-23,58,111,81,1453181,57
2025-07-24,70,120,92,1569847,67
2025-07-25,83,168,95,2356440,77
2025-07-26,77,215,98,3504165,76
2025-07-27,54,144,62,1919825,52
2025-07-28,71,127,75,1710468,58
2025-07-29,76,147,91,2012166,74
2025-07-30,62,112,76,1046516,61
2025-07-31,72,173,89,1985311,69
2025-08-01,119,296,128,4842490,114
2025-08-02,105,259,129,4236428,96
2025-08-03,75,200,90,2617535,60
2025-08-04,62,86,60,1288834,51
2025-08-05,51,102,60,1428238,46
2025-08-06,45,99,58,1201598,44
2025-08-07,53,107,59,1744406,46
2025-08-08,79,168,87,2225764,71
2025-08-09,98,223,109,3823883,93
2025-08-10,102,267,117,4991627,100
2025-08-11,71,179,95,3613156,68
2025-08-12,64,163,75,3369770,64
2025-08-13,82,188,100,3713404,77
2025-08-14,76,225,93,4854426,67
2025-08-15,49,144,57,2989460,49
2025-08-16,73,188,99,2898720,72
2025-08-17,29,81,33,1255848,29
2025-08-18,59,78,67,1123450,36
2025-08-19,40,98,44,1070200,33
2025-08-20,53,133,64,1753620,50
2025-08-21,30,70,41,856390,29
2025-08-22,43,60,33,835682,32
2025-08-23,65,125,74,1469430,64
2025-08-24,28,70,54,1027400,27
2025-08-25,39,51,57,610616,35
2025-08-26,36,103,71,669560,36
2025-08-27,23,31,22,284970,21
2025-08-28,30,44,35,403010,30
2025-08-29,35,87,45,1151700,27
2025-08-30,35,98,77,1561310,35
2025-08-31,25,71,70,968730,24
2025-09-01,51,118,74,1304510,29
2025-09-02,19,72,45,757610,17
2025-09-03,27,98,61,966070,23
2025-09-04,27,86,73,874210,23
2025-09-05,21,46,44,637580,20
2025-09-06,49,128,58,1730880,49
2025-09-07,22,67,44,1027710,22
2025-09-08,32,97,57,1404510,28
2025-09-09,25,78,46,419110,25
2025-09-10,25,85,48,1096831,23
2025-09-11,22,83,52,939940,22
2025-09-12,26,75,43,367899,24
2025-09-13,48,88,50,1408351,43
2025-09-14,23,97,51,882621,23
2025-09-15,22,50,56,530950,19
2025-09-16,35,73,74,634850,35
2025-09-17,22,75,60,817120,22
2025-09-18,22,64,64,554370,22
2025-09-19,29,87,50,1106390,28
2025-09-20,38,127,70,1402061,37
2025-09-21,23,45,45,577308,22
2025-09-22,27,90,50,618760,22
2025-09-23,21,50,52,639060,20
2025-09-24,47,85,67,592100,46
2025-09-25,60,106,80,999960,55
2025-09-26,36,80,75,899620,31
2025-09-27,42,105,86,1629590,42
2025-09-28,14,56,36,728290,14
2025-09-29,30,129,79,998121,30
2025-09-30,17,64,41,700240,17
2025-10-01,33,98,56,528420,33
2025-10-02,37,75,60,418650,37
2025-10-03,26,61,41,656810,24
2025-10-04,14,81,41,1434700,14
2025-10-05,22,27,21,197340,20
2025-10-06,13,35,35,558250,13
2025-10-07,11,60,38,952170,11
2025-10-08,9,48,29,554950,9
2025-10-09,7,16,27,184580,5
2025-10-10,24,69,46,200310,24
2025-10-11,34,111,53,1537571,30
2025-10-12,29,109,54,2300781,29
2025-10-13,4,47,25,640713,4
2025-10-14,4,8,23,161460,4
2025-10-15,2,36,35,739200,2
2025-10-16,9,94,43,1336080,6
