date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-27,52,90,65,806540,48
2026-05-28,66,131,94,1667790,65
2026-05-29,64,178,102,2990860,58
2026-05-30,59,167,88,3043075,59
2026-05-31,36,50,37,696500,35
2026-06-01,110,152,105,1796035,60
2026-06-02,52,123,82,1502772,51
2026-06-03,64,101,78,728072,63
2026-06-04,74,193,118,2253624,68
2026-06-05,66,143,113,1915896,65
2026-06-06,62,128,70,2286786,62
2026-06-07,56,71,59,881390,56
2026-06-08,29,135,97,1762250,29
2026-06-09,45,91,70,845890,43
2026-06-10,48,71,61,877680,48
2026-06-11,46,160,111,1553321,44
2026-06-12,53,110,77,1719140,52
2026-06-13,83,195,114,2820265,83
2026-06-14,46,130,67,1780685,45
2026-06-15,52,126,71,1901760,33
2026-06-16,33,115,87,1347555,32
2026-06-17,54,91,66,795090,53
2026-06-18,29,67,55,815570,27
2026-06-19,96,176,124,1493390,95
2026-06-20,81,189,96,2513860,79
2026-06-21,57,91,52,1236650,46
2026-06-22,24,86,81,1264160,24
2026-06-23,29,116,93,1160360,25
2026-06-24,22,50,41,506520,22
2026-06-25,31,100,60,1299820,30
2026-06-26,71,83,116,1420980,70
2026-06-27,44,123,83,1986640,39
2026-06-28,29,88,64,982350,29
2026-06-29,25,40,49,379880,25
2026-06-30,29,39,69,292740,27
2026-07-01,53,66,41,821110,20
2026-07-02,22,121,88,1316470,20
2026-07-03,30,68,47,950240,28
2026-07-04,42,90,51,1655640,42
2026-07-05,27,84,54,1291450,27
2026-07-06,29,88,70,1145380,28
2026-07-07,15,54,44,563980,15
2026-07-08,41,95,64,5473040,37
2026-07-09,26,58,34,93371,26
2026-07-10,48,127,75,1266770,46
2026-07-11,63,192,91,2660860,63
2026-07-12,25,78,47,1126520,24
2026-07-13,20,38,29,455200,19
2026-07-14,29,29,26,253660,23
2026-07-15,24,39,35,416801,23
2026-07-16,24,112,72,1415920,23
2026-07-17,21,42,21,704070,17
2026-07-18,62,130,66,2709115,59
2026-07-19,45,127,68,2347934,45
2026-07-20,28,79,49,1088507,26
2026-07-21,10,56,28,812980,9
2026-07-22,13,45,31,703860,12
2026-07-23,11,21,12,296170,10
2026-07-24,31,100,62,1446570,29
2026-07-25,49,175,76,2913193,47
2026-07-26,32,86,35,929382,31
2026-07-27,29,58,48,770150,29
2026-07-28,20,95,50,902970,19
2026-07-29,22,83,58,1002370,20
2026-07-30,25,83,38,1156036,21
2026-07-31,38,132,69,1612136,32
2026-08-01,134,279,131,4619927,99
2026-08-02,28,88,53,1144544,28
2026-08-03,48,71,38,964234,37
2026-08-04,49,62,45,551360,41
2026-08-05,39,83,52,991520,37
2026-08-06,25,54,32,901546,25
2026-08-07,45,122,78,1289992,42
2026-08-08,38,126,63,2036210,37
2026-08-09,47,151,83,2430070,46
2026-08-10,31,92,49,1905494,30
2026-08-11,38,90,39,1992687,35
2026-08-12,37,98,39,2031045,34
2026-08-13,26,76,32,1278410,26
2026-08-14,37,96,39,1959880,37
2026-08-15,20,48,22,733330,20
2026-08-16,33,51,25,846996,23
2026-08-17,25,40,23,427960,19
2026-08-18,28,84,52,975680,27
2026-08-19,20,52,37,567760,20
2026-08-20,11,29,18,398330,11
2026-08-21,26,55,35,662190,20
2026-08-22,30,84,33,975645,25
2026-08-23,41,105,83,1128495,41
2026-08-24,3,8,5,91355,3
2026-08-25,3,10,4,339625,3
