date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-05-26,64,123,106,1748836,56
2025-05-27,49,83,57,1039106,48
2025-05-28,51,123,89,1313840,50
2025-05-29,54,81,81,924580,52
2025-05-30,37,76,67,1179610,37
2025-05-31,52,88,75,1584390,52
2025-06-01,61,115,84,1386740,53
2025-06-02,59,118,86,1304980,53
2025-06-03,66,97,73,1399980,62
2025-06-04,26,40,37,314510,26
2025-06-05,51,121,90,1334180,51
2025-06-06,31,82,58,1244180,31
2025-06-07,43,130,65,2397820,42
2025-06-08,34,104,63,1434450,34
2025-06-09,36,73,52,953260,35
2025-06-10,39,100,66,1021410,36
2025-06-11,38,65,49,672640,37
2025-06-12,52,142,93,1536450,51
2025-06-13,27,65,51,1015400,27
2025-06-14,38,86,41,1742060,37
2025-06-15,39,85,54,1194494,28
2025-06-16,36,88,58,974890,32
2025-06-17,31,43,36,706130,31
2025-06-18,38,100,70,910840,36
2025-06-19,52,118,86,1379430,52
2025-06-20,29,55,50,1068930,29
2025-06-21,32,69,32,1421317,32
2025-06-22,17,183,92,2742770,17
2025-06-23,23,81,43,966180,23
2025-06-24,37,63,62,899490,37
2025-06-25,21,21,20,247600,20
2025-06-26,36,113,81,1314500,34
2025-06-27,55,127,85,1513780,54
2025-06-28,47,155,84,2175720,47
2025-06-29,14,55,38,829460,14
2025-06-30,15,105,53,1195800,15
2025-07-01,43,81,,1013950,23
2025-07-02,13,72,37,974370,13
2025-07-03,13,55,41,550240,13
2025-07-04,13,28,18,505680,13
2025-07-05,28,61,32,954960,28
2025-07-06,27,74,52,1067610,23
2025-07-07,14,51,35,149650,14
2025-07-08,28,33,31,352780,26
2025-07-09,14,39,24,225110,14
2025-07-10,12,44,38,488780,12
2025-07-11,12,17,13,345900,10
2025-07-12,18,56,27,1077700,18
2025-07-13,19,59,56,746430,15
2025-07-14,16,27,22,384520,16
2025-07-15,6,21,29,368660,6
2025-07-16,13,22,19,207240,9
2025-07-17,5,47,41,526640,5
2025-07-18,23,75,42,1367930,22
2025-07-19,52,123,50,1759560,45
2025-07-20,25,92,52,1674389,25
2025-07-21,12,34,15,516474,12
2025-07-22,12,20,10,275540,10
2025-07-23,19,27,18,433250,17
2025-07-24,26,39,53,511020,24
2025-07-25,27,68,29,1097680,26
2025-07-26,33,83,37,1400730,33
2025-07-27,25,71,34,981740,17
2025-07-28,18,47,22,582088,14
2025-07-29,14,28,17,397616,13
2025-07-30,9,22,13,215716,9
2025-07-31,12,28,15,392066,12
2025-08-01,72,172,74,2604545,70
2025-08-02,22,60,26,912831,22
2025-08-03,14,58,16,695865,14
2025-08-04,12,15,12,307900,12
2025-08-05,15,25,15,417396,15
2025-08-06,9,16,10,53400,9
2025-08-07,11,15,11,103190,11
2025-08-08,26,52,27,564470,26
2025-08-09,41,82,43,1476621,41
2025-08-10,32,69,34,1325870,31
2025-08-11,28,67,29,1114236,27
2025-08-12,23,54,28,1032100,23
2025-08-13,31,62,30,994140,29
2025-08-14,25,63,24,1077760,22
2025-08-15,22,56,24,852500,22
2025-08-16,24,62,26,742960,24
2025-08-17,14,36,15,486960,14
2025-08-18,12,23,12,502900,12
2025-08-19,15,23,14,165700,14
2025-08-20,20,36,20,396860,19
2025-08-21,6,17,8,152900,6
2025-08-22,8,10,8,72050,8
2025-08-23,4,9,4,382000,4
2025-08-24,0,0,0,0,0
