date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-07-03,64,118,90,1341910,63
2025-07-04,58,91,60,1257440,55
2025-07-05,52,98,55,1666680,50
2025-07-06,63,117,72,1737195,44
2025-07-07,48,63,54,934070,44
2025-07-08,66,71,68,735410,59
2025-07-09,77,91,69,911400,53
2025-07-10,55,122,86,1455110,52
2025-07-11,66,100,71,1536525,62
2025-07-12,37,91,49,1479640,37
2025-07-13,55,85,53,1388860,48
2025-07-14,57,74,63,977080,56
2025-07-15,52,100,82,1305650,49
2025-07-16,57,111,84,1409100,52
2025-07-17,47,128,96,1517800,46
2025-07-18,43,83,58,1150370,40
2025-07-19,87,202,89,3158652,77
2025-07-20,63,202,86,3094326,63
2025-07-21,39,81,42,1139599,36
2025-07-22,48,73,48,998180,43
2025-07-23,45,79,51,1130091,45
2025-07-24,49,73,56,788087,47
2025-07-25,67,145,69,2277120,64
2025-07-26,60,184,70,2944630,59
2025-07-27,36,124,54,1810570,35
2025-07-28,51,103,50,1655158,41
2025-07-29,48,90,53,1444066,46
2025-07-30,33,64,40,615856,32
2025-07-31,42,120,56,1407960,41
2025-08-01,104,269,113,4418935,100
2025-08-02,82,209,92,3443227,75
2025-08-03,50,160,77,2361811,36
2025-08-04,38,55,37,684336,30
2025-08-05,27,64,36,994996,26
2025-08-06,29,73,39,868340,29
2025-08-07,32,61,38,859200,31
2025-08-08,60,124,64,1794550,55
2025-08-09,68,141,76,2465381,65
2025-08-10,75,180,86,3269735,74
2025-08-11,55,113,56,2167306,53
2025-08-12,56,136,63,2927950,56
2025-08-13,71,152,69,2924284,67
2025-08-14,55,165,74,3639084,49
2025-08-15,39,108,44,2164460,39
2025-08-16,62,144,61,2189980,56
2025-08-17,28,85,33,1260210,28
2025-08-18,40,50,32,770350,22
2025-08-19,34,79,34,898820,27
2025-08-20,35,105,46,1509230,32
2025-08-21,14,47,26,657570,14
2025-08-22,27,27,21,504180,21
2025-08-23,60,106,65,1200060,59
2025-08-24,16,43,42,663410,16
2025-08-25,26,37,23,427191,23
2025-08-26,23,82,56,300260,23
2025-08-27,19,27,18,254390,17
2025-08-28,22,37,46,360220,21
2025-08-29,26,60,35,833800,18
2025-08-30,26,76,30,868110,26
2025-08-31,18,49,42,625190,17
2025-09-01,42,116,71,1333110,26
2025-09-02,19,66,42,757610,17
2025-09-03,30,91,54,973000,23
2025-09-04,18,78,64,748680,18
2025-09-05,20,38,42,549130,19
2025-09-06,36,73,38,914580,35
2025-09-07,19,61,43,884460,19
2025-09-08,23,86,48,1211680,19
2025-09-09,21,71,42,336500,21
2025-09-10,20,83,45,1013671,20
2025-09-11,17,73,45,641180,17
2025-09-12,23,67,40,277749,21
2025-09-13,33,67,38,1095961,31
2025-09-14,21,91,46,817721,21
2025-09-15,21,44,55,395550,18
2025-09-16,34,105,73,961450,34
2025-09-17,21,70,59,726260,21
2025-09-18,17,56,58,463400,17
2025-09-19,23,68,43,870110,23
2025-09-20,25,85,45,584566,25
2025-09-21,17,29,38,318928,16
2025-09-22,24,85,48,551940,20
2025-09-23,17,44,47,527200,16
2025-09-24,44,81,65,541500,44
2025-09-25,44,94,68,952100,44
2025-09-26,34,76,71,892470,29
2025-09-27,32,41,32,587450,32
2025-09-28,8,12,8,69170,8
2025-09-29,19,24,19,320171,19
2025-09-30,0,0,0,0,0
2025-10-01,1,15,4,0,1
