date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-06-12,49,100,80,916900,48
2024-06-13,34,131,91,1711280,33
2024-06-14,38,113,69,3853120,38
2024-06-15,49,109,49,1631810,49
2024-06-16,35,95,54,1429250,32
2024-06-17,59,81,61,863010,54
2024-06-18,47,100,77,1132820,47
2024-06-19,31,87,65,882470,31
2024-06-20,48,117,84,1547970,45
2024-06-21,85,157,112,1719910,85
2024-06-22,58,158,97,2528420,58
2024-06-23,46,89,76,1304160,38
2024-06-24,45,52,47,478920,41
2024-06-25,38,118,90,1593250,39
2024-06-26,36,64,59,628750,34
2024-06-27,53,114,92,1182360,48
2024-06-28,59,149,113,1686788,58
2024-06-29,58,193,93,2039510,58
2024-06-30,21,60,41,1057410,21
2024-07-01,32,83,49,1188360,32
2024-07-02,33,42,37,478890,31
2024-07-03,24,59,50,564910,24
2024-07-04,40,127,63,1580600,39
2024-07-05,28,61,33,937885,27
2024-07-06,51,150,74,2473980,51
2024-07-07,21,54,23,411284,22
2024-07-08,36,42,35,391160,32
2024-07-09,30,78,70,1034940,31
2024-07-10,41,40,50,352510,31
2024-07-11,35,63,62,779820,31
2024-07-12,29,79,69,1086375,29
2024-07-13,62,181,78,2686762,58
2024-07-14,57,186,89,2711662,56
2024-07-15,31,44,46,571714,27
2024-07-16,24,71,55,895094,24
2024-07-17,19,94,88,1028140,18
2024-07-18,32,88,96,1204200,31
2024-07-19,28,58,38,847200,27
2024-07-20,46,108,46,1564722,45
2024-07-21,31,102,53,1522470,30
2024-07-22,28,86,49,1017690,28
2024-07-23,27,39,26,486970,23
2024-07-24,18,73,40,775590,17
2024-07-25,31,87,59,1288470,29
2024-07-26,52,131,57,1769790,51
2024-07-27,48,139,56,1832817,47
2024-07-28,72,165,94,1492304,64
2024-07-29,25,55,28,737274,23
2024-07-30,27,61,28,850230,23
2024-07-31,24,54,29,530390,20
2024-08-01,75,209,83,2965584,72
2024-08-02,40,105,44,1402100,39
2024-08-03,64,178,74,2031880,63
2024-08-04,27,86,33,1059632,26
2024-08-05,38,66,36,850860,35
2024-08-06,23,54,25,713397,22
2024-08-07,25,50,26,473710,24
2024-08-08,26,46,26,801170,25
2024-08-09,48,126,68,1905462,46
2024-08-10,67,167,74,2406443,61
2024-08-11,68,177,73,2292473,65
2024-08-12,65,152,68,2667413,61
2024-08-13,54,134,52,2315984,45
2024-08-14,22,64,28,575092,21
2024-08-15,26,70,31,899361,26
2024-08-16,41,82,41,1250434,40
2024-08-17,25,81,48,984477,25
2024-08-18,20,63,34,1007225,20
2024-08-19,24,52,29,916267,22
2024-08-20,21,38,23,415530,21
2024-08-21,18,44,37,410610,15
2024-08-22,16,59,29,951580,14
2024-08-23,18,76,30,1204758,18
2024-08-24,25,74,40,827670,25
2024-08-25,23,63,54,609160,21
2024-08-26,21,56,37,669290,18
2024-08-27,42,61,63,497330,42
2024-08-28,12,39,45,425830,12
2024-08-29,27,54,48,621430,26
2024-08-30,12,29,13,287560,12
2024-08-31,16,53,25,772960,16
2024-09-01,24,88,49,1393680,20
2024-09-02,13,22,13,150200,10
2024-09-03,20,42,26,467750,20
2024-09-04,22,77,48,214400,22
2024-09-05,38,66,48,1948450,37
2024-09-06,36,51,56,345450,36
2024-09-07,15,25,15,334960,15
2024-09-08,17,29,17,329200,17
2024-09-09,0,0,0,0,0
