date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-03-14,84,176,117,2048080,65
2024-03-15,91,176,111,2635300,81
2024-03-16,119,260,122,4458754,102
2024-03-17,89,147,89,2438170,80
2024-03-18,77,156,99,2339700,71
2024-03-19,63,145,83,2440615,53
2024-03-20,56,118,78,1939750,55
2024-03-21,86,150,104,2278990,82
2024-03-22,71,178,95,2821825,70
2024-03-23,94,254,114,5025700,93
2024-03-24,69,164,74,2737000,62
2024-03-25,52,155,84,2383980,47
2024-03-26,46,156,103,2350700,45
2024-03-27,48,125,73,1478844,46
2024-03-28,57,112,60,1700784,53
2024-03-29,59,170,102,2709900,58
2024-03-30,67,222,101,3843497,66
2024-03-31,42,130,79,1847790,42
2024-04-01,51,76,48,951720,35
2024-04-02,32,70,49,1174730,28
2024-04-03,18,27,24,236390,18
2024-04-04,29,39,29,795720,28
2024-04-05,53,110,70,1709800,53
2024-04-06,48,143,89,2921830,48
2024-04-07,35,93,72,1511980,30
2024-04-08,22,42,29,877350,22
2024-04-09,22,81,63,1322150,22
2024-04-10,32,71,53,825570,30
2024-04-11,42,67,49,1227980,41
2024-04-12,28,123,58,2096750,28
2024-04-13,20,83,40,1704150,20
2024-04-14,33,53,48,1113050,25
2024-04-15,22,40,32,683050,22
2024-04-16,32,65,45,794920,23
2024-04-17,12,29,18,409520,12
2024-04-18,29,55,52,1078680,28
2024-04-19,30,64,39,798490,30
2024-04-20,72,146,82,2350700,77
2024-04-21,37,64,54,1219650,37
2024-04-22,17,51,32,767000,17
2024-04-23,15,36,17,494840,15
2024-04-24,19,40,22,731540,19
2024-04-25,26,36,32,610860,22
2024-04-26,26,58,30,1294890,26
2024-04-27,29,63,31,1141460,29
2024-04-28,61,108,73,1294750,59
2024-04-29,25,39,24,848750,22
2024-04-30,8,16,10,146080,8
2024-05-01,15,28,13,296340,12
2024-05-02,60,127,81,1004820,58
2024-05-03,70,159,82,2032715,68
2024-05-04,66,138,79,1655055,64
2024-05-05,39,78,41,1092270,39
2024-05-06,5,9,5,99110,5
2024-05-07,6,8,5,44110,5
2024-05-08,4,16,6,175450,4
2024-05-09,8,43,26,542410,8
2024-05-10,44,173,95,2260883,41
2024-05-11,24,69,34,970853,24
2024-05-12,5,9,6,95223,5
2024-05-13,8,15,6,150530,6
2024-05-14,20,63,39,928280,20
2024-05-15,28,34,28,335070,27
2024-05-16,15,31,20,293680,14
2024-05-17,5,10,6,118930,5
2024-05-18,68,208,129,2743620,68
2024-05-19,13,47,37,675450,13
2024-05-20,7,11,7,147800,7
2024-05-21,9,20,16,249150,9
2024-05-22,8,17,8,171050,8
2024-05-23,7,106,40,1155680,7
2024-05-24,7,11,7,303060,7
2024-05-25,25,81,33,1338537,25
2024-05-26,11,50,23,478700,11
2024-05-27,15,15,15,212300,15
2024-05-28,4,6,4,118910,4
2024-05-29,7,5,3,74870,3
2024-05-30,6,22,20,301470,5
2024-05-31,2,5,4,52870,2
2024-06-01,7,23,9,361920,7
2024-06-02,3,45,21,689620,3
2024-06-03,1,2,1,71600,1
2024-06-04,12,12,12,99000,12
2024-06-05,1,15,15,19800,1
2024-06-06,4,7,6,109350,3
2024-06-07,2,6,2,100430,2
2024-06-08,10,21,10,444660,10
2024-06-09,3,5,3,118100,3
2024-06-10,3,5,3,118300,3
2024-06-11,0,0,0,0,0
