date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-07-09,75,75,64,907850,51
2025-07-10,60,127,91,1503920,57
2025-07-11,68,102,73,1552005,64
2025-07-12,41,99,53,1605530,41
2025-07-13,64,97,62,1706870,57
2025-07-14,69,89,75,1173060,68
2025-07-15,60,109,90,1504230,57
2025-07-16,59,114,86,1441000,54
2025-07-17,53,135,102,1592820,52
2025-07-18,45,89,60,1338080,42
2025-07-19,87,198,89,3042352,77
2025-07-20,65,206,88,3111886,65
2025-07-21,38,81,41,1203429,35
2025-07-22,48,75,48,1038110,43
2025-07-23,45,79,51,1130091,45
2025-07-24,50,74,57,788087,48
2025-07-25,68,144,70,2112920,65
2025-07-26,62,186,72,2951750,61
2025-07-27,41,132,59,1895720,40
2025-07-28,59,110,58,1673128,49
2025-07-29,53,102,58,1538136,51
2025-07-30,36,67,43,638186,35
2025-07-31,49,128,63,1498000,48
2025-08-01,104,270,113,4409135,100
2025-08-02,81,204,91,3246827,74
2025-08-03,53,165,80,2536701,39
2025-08-04,45,64,44,972596,37
2025-08-05,31,73,40,1081346,30
2025-08-06,33,79,43,1020980,33
2025-08-07,37,74,43,1265300,36
2025-08-08,63,129,67,1844710,58
2025-08-09,77,153,85,2656981,74
2025-08-10,78,186,89,3417535,77
2025-08-11,58,120,59,2370706,56
2025-08-12,56,134,63,2844110,56
2025-08-13,73,157,71,3154954,69
2025-08-14,59,175,78,3804016,53
2025-08-15,41,115,46,2464100,41
2025-08-16,63,146,62,2189060,57
2025-08-17,28,85,33,1343210,28
2025-08-18,41,55,33,854500,23
2025-08-19,36,87,36,985720,29
2025-08-20,45,119,56,1605120,42
2025-08-21,20,61,32,814960,20
2025-08-22,31,31,25,533220,25
2025-08-23,61,108,66,1263060,60
2025-08-24,17,44,43,671440,17
2025-08-25,29,40,26,449741,26
2025-08-26,26,85,59,405210,26
2025-08-27,22,30,21,276940,20
2025-08-28,25,40,49,382770,24
2025-08-29,29,64,38,880220,21
2025-08-30,28,82,32,1065710,28
2025-08-31,19,52,43,728490,18
2025-09-01,42,116,71,1333110,26
2025-09-02,19,66,42,757610,17
2025-09-03,32,93,56,989060,25
2025-09-04,20,80,66,764740,20
2025-09-05,20,38,42,549130,19
2025-09-06,38,82,40,1029780,37
2025-09-07,19,61,43,884460,19
2025-09-08,27,89,52,1242480,23
2025-09-09,22,73,43,361800,22
2025-09-10,20,83,45,1013671,20
2025-09-11,17,73,45,641180,17
2025-09-12,24,71,41,331049,22
2025-09-13,35,69,39,1095961,32
2025-09-14,21,93,47,817721,21
2025-09-15,21,44,55,395550,18
2025-09-16,34,105,73,961450,34
2025-09-17,21,70,59,726260,21
2025-09-18,17,56,58,463400,17
2025-09-19,25,73,45,957560,25
2025-09-20,27,88,47,637546,27
2025-09-21,18,32,39,366778,17
2025-09-22,25,89,49,606660,21
2025-09-23,17,44,47,527200,16
2025-09-24,44,81,65,541500,44
2025-09-25,49,97,71,952100,47
2025-09-26,35,79,74,892470,30
2025-09-27,34,45,34,668850,34
2025-09-28,8,12,8,69170,8
2025-09-29,21,26,21,320171,21
2025-09-30,15,17,15,144080,15
2025-10-01,31,60,34,39820,31
2025-10-02,31,47,31,102620,31
2025-10-03,19,27,21,179080,19
2025-10-04,10,24,11,459520,10
2025-10-05,19,25,19,180180,19
2025-10-06,0,0,0,0,0
2025-10-07,2,5,3,173150,2
