date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-01-26,48,147,84,2212240,47
2025-01-27,64,121,89,1334560,57
2025-01-28,39,80,57,895150,35
2025-01-29,42,117,74,1388770,42
2025-01-30,59,115,80,1564820,57
2025-01-31,42,107,67,1592140,41
2025-02-01,55,119,65,2358690,41
2025-02-02,40,82,53,1374185,38
2025-02-03,41,108,80,1486080,38
2025-02-04,39,97,62,1217340,38
2025-02-05,42,61,44,941300,40
2025-02-06,48,60,52,808140,47
2025-02-07,40,110,66,1632710,40
2025-02-08,59,125,80,2404200,58
2025-02-09,51,132,80,2772780,51
2025-02-10,41,115,80,1967945,39
2025-02-11,39,58,59,1108770,34
2025-02-12,35,65,74,1055054,33
2025-02-13,30,75,59,938744,29
2025-02-14,38,69,64,944110,38
2025-02-15,47,123,71,2324890,47
2025-02-16,54,114,86,1988700,33
2025-02-17,28,63,70,1052910,28
2025-02-18,29,51,34,863450,28
2025-02-19,39,54,60,442880,38
2025-02-20,40,139,96,2048020,37
2025-02-21,38,86,63,922170,36
2025-02-22,36,107,68,2796960,35
2025-02-23,45,115,70,2731355,45
2025-02-24,38,92,63,1346240,32
2025-02-25,30,110,91,1729270,28
2025-02-26,26,52,72,489484,25
2025-02-27,21,38,44,403750,19
2025-02-28,26,95,69,1460540,24
2025-03-01,51,71,43,1465170,36
2025-03-02,51,156,114,1865900,51
2025-03-03,18,29,19,357760,15
2025-03-04,23,47,44,521490,23
2025-03-05,27,88,56,1134760,27
2025-03-06,23,63,46,894760,21
2025-03-07,28,94,54,1186310,28
2025-03-08,24,58,30,1747250,24
2025-03-09,19,72,44,1102780,19
2025-03-10,32,65,47,984980,22
2025-03-11,16,44,38,740990,13
2025-03-12,20,48,27,644134,19
2025-03-13,25,49,31,909670,23
2025-03-14,44,119,84,1545050,44
2025-03-15,33,82,38,1837550,33
2025-03-16,43,75,51,1568800,27
2025-03-17,35,66,53,1187760,29
2025-03-18,13,30,23,351070,12
2025-03-19,15,34,20,661998,14
2025-03-20,33,97,52,1407091,32
2025-03-21,33,89,51,1243610,33
2025-03-22,35,74,37,1459300,35
2025-03-23,25,62,47,854160,24
2025-03-24,18,51,43,760410,17
2025-03-25,23,43,27,555130,22
2025-03-26,21,97,46,1315630,21
2025-03-27,44,65,53,507170,43
2025-03-28,21,53,25,485050,21
2025-03-29,30,81,36,1339800,30
2025-03-30,44,71,45,792910,44
2025-03-31,12,18,13,510100,11
2025-04-01,21,29,12,341600,7
2025-04-02,9,36,29,424500,8
2025-04-03,5,10,7,130400,5
2025-04-04,18,39,21,72560,18
2025-04-05,11,32,14,592400,11
2025-04-06,3,12,6,140400,3
2025-04-07,16,22,13,345460,11
2025-04-08,7,18,13,230450,7
2025-04-09,7,25,14,425700,7
2025-04-10,4,10,8,148900,4
2025-04-11,9,19,11,398100,9
2025-04-12,47,106,70,1590400,47
2025-04-13,46,91,54,1249800,46
2025-04-14,5,7,6,257000,5
2025-04-15,11,82,40,1031650,10
2025-04-16,16,47,25,521600,5
2025-04-17,6,9,7,172040,6
2025-04-18,7,40,18,721600,7
2025-04-19,47,78,51,769230,47
2025-04-20,7,10,8,86000,7
2025-04-21,11,19,10,333200,9
2025-04-22,5,16,8,387920,5
2025-04-23,5,31,25,506260,5
2025-04-24,12,12,12,107760,11
2025-04-25,1,32,18,441400,1
2025-04-26,5,14,5,593600,5
