date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-10-09,44,108,74,1090848,46
2024-10-10,69,111,86,1700150,66
2024-10-11,78,168,110,2315212,74
2024-10-12,81,208,98,3623646,79
2024-10-13,58,182,107,3266136,58
2024-10-14,24,81,70,1480977,23
2024-10-15,29,45,49,699164,29
2024-10-16,47,120,103,1565570,46
2024-10-17,68,188,117,2340230,66
2024-10-18,79,167,120,2305710,79
2024-10-19,87,158,132,2349680,88
2024-10-20,65,141,112,1676450,65
2024-10-21,66,111,105,1551234,61
2024-10-22,70,163,112,1946729,59
2024-10-23,48,95,80,651024,47
2024-10-24,54,97,86,1326834,51
2024-10-25,95,152,119,1910594,89
2024-10-26,98,231,137,3034390,99
2024-10-27,74,168,121,1966450,72
2024-10-28,65,157,116,2156720,65
2024-10-29,61,131,118,1546560,61
2024-10-30,61,142,118,1388670,60
2024-10-31,37,144,93,2087990,35
2024-11-01,46,102,56,1857790,46
2024-11-02,79,203,99,3247745,78
2024-11-03,43,165,73,2946140,42
2024-11-04,30,111,68,1869380,30
2024-11-05,37,79,59,905650,32
2024-11-06,32,110,68,1263060,31
2024-11-07,42,166,85,2340090,40
2024-11-08,44,129,68,2159480,43
2024-11-09,71,231,100,3680640,72
2024-11-10,42,162,66,2531445,38
2024-11-11,45,169,84,2607524,44
2024-11-12,39,108,62,1180154,37
2024-11-13,28,103,68,1114150,26
2024-11-14,22,94,41,1076520,21
2024-11-15,24,104,37,1575370,25
2024-11-16,57,154,72,2800460,42
2024-11-17,41,141,58,2164680,40
2024-11-18,24,98,54,1831950,21
2024-11-19,19,107,61,1318650,19
2024-11-20,21,86,48,1375050,21
2024-11-21,40,126,84,2183973,38
2024-11-22,68,184,104,2258823,69
2024-11-23,66,184,80,2642802,67
2024-11-24,35,142,66,2413990,30
2024-11-25,28,132,56,1500840,28
2024-11-26,32,137,67,1929830,32
2024-11-27,9,59,45,804570,8
2024-11-28,24,85,29,910800,23
2024-11-29,24,122,48,2899670,25
2024-11-30,44,165,60,3052866,44
2024-12-01,31,90,29,1354190,19
2024-12-02,20,78,58,1441760,21
2024-12-03,12,67,23,721284,13
2024-12-04,24,100,49,1291720,18
2024-12-05,30,58,28,919680,17
2024-12-06,36,114,66,1334790,36
2024-12-07,57,178,99,2651290,57
2024-12-08,31,44,27,772940,24
2024-12-09,20,119,62,1316570,18
2024-12-10,10,52,40,806270,10
2024-12-11,14,56,33,243510,15
2024-12-12,11,23,15,260790,10
2024-12-13,23,88,41,904460,21
2024-12-14,24,121,54,2451020,24
2024-12-15,28,79,36,1341910,18
2024-12-16,19,64,34,810960,4
2024-12-17,2,5,5,71480,2
2024-12-18,9,30,14,210440,9
2024-12-19,8,12,28,144550,7
2024-12-20,13,60,24,820100,13
2024-12-21,16,85,20,536160,17
2024-12-22,38,32,34,373160,16
2024-12-23,16,22,21,211684,10
2024-12-24,10,43,26,875000,9
2024-12-25,8,49,25,919910,7
2024-12-26,3,4,3,29770,3
2024-12-27,13,31,14,160790,11
2024-12-28,16,37,20,829050,14
2024-12-29,11,28,12,1090760,11
2024-12-30,7,18,8,847810,7
2024-12-31,11,32,11,1069630,11
2025-01-01,9,25,10,1116600,9
2025-01-02,8,21,8,779850,8
2025-01-03,1,1,1,8250,1
2025-01-04,4,4,3,17600,3
2025-01-05,1,3,2,0,1
2025-01-06,2,8,2,210000,2
