date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-03-09,85,213,101,3714485,78
2024-03-10,57,134,75,2082220,51
2024-03-11,92,114,78,1176325,68
2024-03-12,66,105,77,1338205,61
2024-03-13,62,158,106,1671140,60
2024-03-14,81,174,114,2025530,62
2024-03-15,86,155,102,2359860,72
2024-03-16,109,215,109,3956790,89
2024-03-17,80,131,80,2261150,71
2024-03-18,72,150,94,2294010,66
2024-03-19,55,131,75,2276735,45
2024-03-20,51,117,73,1992750,50
2024-03-21,80,144,98,2166120,76
2024-03-22,67,174,91,2856425,66
2024-03-23,90,256,110,5218300,89
2024-03-24,65,159,71,2839340,58
2024-03-25,45,145,78,2366630,41
2024-03-26,48,161,104,2674350,47
2024-03-27,44,116,70,1292360,43
2024-03-28,60,123,62,2104740,56
2024-03-29,60,178,103,3118120,59
2024-03-30,65,220,99,3978470,64
2024-03-31,47,150,84,2404260,47
2024-04-01,51,71,48,1091840,35
2024-04-02,34,72,51,1240070,30
2024-04-03,17,25,23,212190,17
2024-04-04,25,36,25,881350,24
2024-04-05,57,123,74,1978940,57
2024-04-06,48,148,89,3100970,48
2024-04-07,39,103,76,2029880,34
2024-04-08,25,43,32,958230,25
2024-04-09,24,87,65,1521250,24
2024-04-10,29,72,50,850870,27
2024-04-11,39,65,46,1265880,38
2024-04-12,30,126,60,2259850,30
2024-04-13,24,94,44,2114850,24
2024-04-14,38,61,53,1388500,30
2024-04-15,21,40,31,877890,21
2024-04-16,33,67,46,922310,24
2024-04-17,11,30,17,404130,11
2024-04-18,31,58,54,1284370,30
2024-04-19,27,59,36,710030,27
2024-04-20,74,156,85,2643650,78
2024-04-21,40,64,57,1346300,40
2024-04-22,24,61,39,1180400,24
2024-04-23,14,29,16,382040,14
2024-04-24,24,55,27,1084450,24
2024-04-25,30,50,36,1091710,26
2024-04-26,25,61,29,1375680,25
2024-04-27,29,64,31,1354760,29
2024-04-28,59,105,71,1205450,57
2024-04-29,23,36,22,753050,20
2024-04-30,8,16,10,146080,8
2024-05-01,13,23,12,224180,11
2024-05-02,56,111,76,751820,54
2024-05-03,68,154,80,1942815,66
2024-05-04,64,132,78,1584355,63
2024-05-05,38,72,39,926070,38
2024-05-06,5,8,5,79310,5
2024-05-07,5,7,4,36850,4
2024-05-08,4,16,6,175450,4
2024-05-09,7,42,25,534600,7
2024-05-10,38,167,89,2208633,35
2024-05-11,22,67,32,956553,22
2024-05-12,5,9,6,146923,5
2024-05-13,7,14,5,140630,5
2024-05-14,18,58,37,767180,18
2024-05-15,28,34,28,335070,27
2024-05-16,15,31,20,293680,14
2024-05-17,5,10,6,157730,5
2024-05-18,67,204,128,2637620,67
2024-05-19,13,47,37,675450,13
2024-05-20,6,9,6,55000,6
2024-05-21,8,18,15,224950,8
2024-05-22,8,17,8,171050,8
2024-05-23,7,106,40,1155680,7
2024-05-24,6,10,6,295800,6
2024-05-25,23,74,31,1252187,23
2024-05-26,10,47,22,435800,10
2024-05-27,15,15,15,212300,15
2024-05-28,4,6,4,118910,4
2024-05-29,6,3,2,36370,2
2024-05-30,8,24,22,325670,7
2024-05-31,2,5,4,52870,2
2024-06-01,7,23,9,361920,7
2024-06-02,3,45,21,689620,3
2024-06-03,1,2,1,71600,1
2024-06-04,12,12,12,99000,12
2024-06-05,1,15,15,19800,1
2024-06-06,4,7,6,109350,3
