date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-06-05,55,126,94,1392720,55
2025-06-06,34,87,61,1282700,34
2025-06-07,42,133,64,2561890,41
2025-06-08,34,106,63,1502710,34
2025-06-09,40,78,56,1032960,39
2025-06-10,44,105,71,1031900,41
2025-06-11,39,66,50,683350,38
2025-06-12,54,144,95,1555960,53
2025-06-13,31,69,55,1074290,31
2025-06-14,39,84,42,1681940,38
2025-06-15,44,93,59,1332604,33
2025-06-16,44,96,66,1109480,40
2025-06-17,37,52,42,819550,37
2025-06-18,48,110,80,1001730,46
2025-06-19,50,114,84,1216830,50
2025-06-20,35,65,56,1224070,35
2025-06-21,41,82,41,1640957,41
2025-06-22,23,195,98,2985910,23
2025-06-23,26,84,46,1034250,26
2025-06-24,38,64,63,901580,38
2025-06-25,22,22,21,258600,21
2025-06-26,38,115,83,1329020,36
2025-06-27,57,131,87,1569880,56
2025-06-28,52,167,89,2479660,52
2025-06-29,17,60,41,914640,17
2025-06-30,19,109,57,1224840,19
2025-07-01,47,85,,1042990,27
2025-07-02,18,77,42,1011990,18
2025-07-03,23,65,51,622180,23
2025-07-04,15,32,20,561560,15
2025-07-05,31,66,35,1163880,31
2025-07-06,29,80,54,1098126,25
2025-07-07,19,59,40,404940,19
2025-07-08,29,34,32,360040,27
2025-07-09,17,44,27,277690,17
2025-07-10,15,48,41,519660,15
2025-07-11,15,25,16,490200,13
2025-07-12,16,51,25,987760,16
2025-07-13,24,65,61,868720,20
2025-07-14,24,35,30,443010,24
2025-07-15,14,29,37,426160,14
2025-07-16,20,28,26,249120,16
2025-07-17,12,53,48,568740,12
2025-07-18,30,83,49,1428400,29
2025-07-19,62,142,59,2036880,54
2025-07-20,33,108,61,1853759,33
2025-07-21,19,44,22,636524,19
2025-07-22,21,29,19,338980,19
2025-07-23,30,43,29,617751,28
2025-07-24,32,46,59,573620,30
2025-07-25,36,89,39,1325380,36
2025-07-26,40,89,42,1497630,39
2025-07-27,28,75,38,916340,20
2025-07-28,26,63,30,800588,22
2025-07-29,23,39,26,620316,22
2025-07-30,15,28,19,268516,15
2025-07-31,18,37,20,472916,17
2025-08-01,72,177,75,2696395,70
2025-08-02,28,72,31,1195951,27
2025-08-03,15,64,18,781325,15
2025-08-04,12,15,12,307900,12
2025-08-05,16,30,16,496896,16
2025-08-06,12,30,13,186610,12
2025-08-07,16,26,16,387450,16
2025-08-08,30,58,31,659620,30
2025-08-09,45,86,47,1527231,45
2025-08-10,39,78,41,1440171,38
2025-08-11,33,73,34,1163506,32
2025-08-12,29,59,34,982110,29
2025-08-13,41,82,40,1370940,39
2025-08-14,30,74,29,1331480,27
2025-08-15,26,68,29,1240910,26
2025-08-16,28,72,30,918370,28
2025-08-17,20,51,21,809220,20
2025-08-18,12,23,12,502900,12
2025-08-19,16,26,15,220150,15
2025-08-20,21,38,21,480460,20
2025-08-21,8,21,10,344300,8
2025-08-22,9,12,9,188650,9
2025-08-23,46,70,46,441400,46
2025-08-24,8,11,8,66220,8
2025-08-25,8,17,8,140476,8
2025-08-26,7,12,7,81360,7
2025-08-27,7,15,7,145600,7
2025-08-28,10,16,10,129500,10
2025-08-29,8,13,8,88250,8
2025-08-30,18,51,19,427820,18
2025-08-31,11,20,11,175260,11
2025-09-01,15,22,15,237500,15
2025-09-02,0,0,0,0,0
2025-09-03,1,15,4,0,1
