date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-09-01,55,38,26,496523,18
2026-09-02,28,53,36,715443,27
2026-09-03,17,138,78,1616783,16
2026-09-04,33,144,80,2013954,31
2026-09-05,66,187,79,3141126,65
2026-09-06,28,98,48,1497430,25
2026-09-07,31,73,57,648920,27
2026-09-08,17,76,63,1324010,15
2026-09-09,26,83,56,1098020,26
2026-09-10,11,96,57,1104720,11
2026-09-11,52,140,80,2409220,40
2026-09-12,34,117,60,2572094,34
2026-09-13,25,80,64,1157240,21
2026-09-14,27,85,56,1091645,24
2026-09-15,24,109,44,1417690,23
2026-09-16,29,93,62,1210770,27
2026-09-17,13,96,61,1191700,13
2026-09-18,26,49,25,756196,21
2026-09-19,74,167,71,3661521,64
2026-09-20,46,190,101,4234452,42
2026-09-21,63,188,91,4199181,62
2026-09-22,52,162,60,3180350,52
2026-09-23,27,87,66,1778485,22
2026-09-24,26,54,30,1041310,26
2026-09-25,51,115,85,1716180,36
2026-09-26,55,174,83,3153700,52
2026-09-27,16,74,79,1128250,13
2026-09-28,20,50,41,861170,18
2026-09-29,25,68,35,1189070,25
2026-09-30,16,69,58,1043295,16
2026-10-01,16,49,56,715695,15
2026-10-02,19,89,62,1438200,17
2026-10-03,34,129,58,2842550,33
2026-10-04,14,61,57,863930,14
2026-10-05,23,94,55,1532695,20
2026-10-06,14,34,14,569145,12
2026-10-07,17,51,23,699815,17
2026-10-08,10,114,61,1604025,10
2026-10-09,34,93,49,1491170,34
2026-10-10,33,159,80,3378435,32
2026-10-11,34,116,60,2470495,32
2026-10-12,25,104,53,1608470,19
2026-10-13,14,70,52,920150,13
2026-10-14,8,48,26,998940,8
2026-10-15,18,104,59,1683340,16
2026-10-16,36,74,59,1393950,35
2026-10-17,43,105,47,2284284,42
2026-10-18,29,120,63,1948080,21
2026-10-19,26,93,66,1661550,20
2026-10-20,13,62,38,860790,9
2026-10-21,12,65,46,850230,12
2026-10-22,20,126,74,1790760,20
2026-10-23,44,143,76,2218975,39
2026-10-24,31,145,76,2599375,25
2026-10-25,21,119,89,2163930,18
2026-10-26,29,72,51,1169220,17
2026-10-27,9,67,37,1137800,8
2026-10-28,12,53,34,685850,9
2026-10-29,6,23,11,397760,5
2026-10-30,20,85,44,1330630,18
2026-10-31,31,112,40,2268435,30
2026-11-01,29,41,36,917300,17
2026-11-02,14,48,20,905250,13
2026-11-03,2,11,6,133100,2
2026-11-04,10,54,33,884820,9
2026-11-05,8,57,54,885300,7
2026-11-06,15,89,62,940550,12
2026-11-07,13,38,19,1065050,13
2026-11-08,26,56,44,1294000,17
2026-11-09,26,56,50,1603760,25
2026-11-10,12,75,32,1180400,12
2026-11-11,12,87,37,1306005,11
2026-11-12,23,72,69,1826100,22
2026-11-13,25,91,45,2059800,25
2026-11-14,22,138,59,3855465,22
2026-11-15,34,91,52,1445380,23
2026-11-16,13,44,26,787505,12
2026-11-17,10,73,34,1110980,10
2026-11-18,17,110,66,1955900,15
2026-11-19,12,55,44,834000,12
2026-11-20,21,38,21,1109480,18
2026-11-21,25,95,47,1212550,20
2026-11-22,25,164,71,3527329,24
2026-11-23,21,97,36,1532545,15
2026-11-24,14,10,6,312425,6
2026-11-25,7,21,11,335000,7
2026-11-26,5,13,9,458150,5
2026-11-27,12,27,11,739300,10
2026-11-28,8,41,13,631465,8
2026-11-29,7,22,10,463700,7
2026-11-30,7,14,7,357500,7
