date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-05-19,70,169,120,1975300,68
2026-05-20,80,124,96,1310526,73
2026-05-21,73,114,87,1212835,73
2026-05-22,43,81,55,1248684,40
2026-05-23,80,206,111,3821052,78
2026-05-24,46,103,66,1435300,46
2026-05-25,57,167,112,2163304,55
2026-05-26,60,132,98,1533774,56
2026-05-27,45,78,54,666150,44
2026-05-28,53,114,76,1458280,52
2026-05-29,63,175,108,2925220,57
2026-05-30,60,167,87,3031135,60
2026-05-31,30,42,30,576150,29
2026-06-01,91,129,89,1513695,46
2026-06-02,56,109,94,1162000,56
2026-06-03,54,76,76,460452,54
2026-06-04,69,178,113,2150774,63
2026-06-05,60,132,106,1814256,59
2026-06-06,57,120,65,2160176,57
2026-06-07,47,58,50,563330,47
2026-06-08,26,127,99,1597930,26
2026-06-09,39,77,63,696510,37
2026-06-10,41,61,54,684620,41
2026-06-11,39,151,106,1469061,37
2026-06-12,44,86,68,1398285,43
2026-06-13,80,195,113,2748845,80
2026-06-14,37,106,54,1467845,35
2026-06-15,48,115,66,1670130,28
2026-06-16,27,104,81,1215687,27
2026-06-17,53,85,63,646930,52
2026-06-18,23,53,48,559510,21
2026-06-19,85,167,113,1290350,84
2026-06-20,80,189,115,2519030,78
2026-06-21,34,60,40,813740,34
2026-06-22,17,57,69,848350,17
2026-06-23,19,101,83,1017910,16
2026-06-24,13,28,20,365500,13
2026-06-25,20,85,67,1144060,18
2026-06-26,67,77,112,1342330,66
2026-06-27,38,106,76,1749040,33
2026-06-28,29,81,63,834290,29
2026-06-29,28,36,49,306070,26
2026-06-30,32,38,73,283500,31
2026-07-01,58,65,43,695270,25
2026-07-02,21,108,86,1161920,19
2026-07-03,19,50,36,707860,17
2026-07-04,21,55,30,847940,21
2026-07-05,20,72,47,1171440,20
2026-07-06,22,82,63,1103580,22
2026-07-07,11,50,38,518200,11
2026-07-08,19,60,42,721040,15
2026-07-09,8,27,16,83130,8
2026-07-10,17,68,46,923200,17
2026-07-11,29,118,55,2054970,29
2026-07-12,16,55,39,802350,16
2026-07-13,15,31,24,330020,14
2026-07-14,28,28,25,243430,22
2026-07-15,24,39,35,416801,23
2026-07-16,22,108,70,1343320,21
2026-07-17,20,40,20,598990,16
2026-07-18,58,120,61,2510755,55
2026-07-19,43,150,66,2732755,43
2026-07-20,23,93,42,1172257,21
2026-07-21,9,52,27,768210,8
2026-07-22,13,60,31,876360,12
2026-07-23,11,21,12,296170,10
2026-07-24,27,90,58,1256140,25
2026-07-25,46,169,73,2839933,44
2026-07-26,28,76,31,821032,27
2026-07-27,26,75,45,1055270,26
2026-07-28,20,95,50,902970,19
2026-07-29,21,104,57,1267210,19
2026-07-30,22,72,35,998666,18
2026-07-31,36,98,50,1212736,30
2026-08-01,132,277,127,4545677,97
2026-08-02,26,80,51,1063694,26
2026-08-03,45,60,34,816834,33
2026-08-04,50,59,45,507635,41
2026-08-05,42,81,55,920130,39
2026-08-06,25,57,32,901546,25
2026-08-07,38,71,56,971962,37
2026-08-08,39,97,44,2020596,38
2026-08-09,50,136,67,2803350,47
2026-08-10,29,92,49,1872680,28
2026-08-11,34,86,36,1798177,31
2026-08-12,36,96,39,2032697,33
2026-08-13,21,64,27,991200,21
2026-08-14,32,84,34,1722620,32
2026-08-15,18,44,20,726730,18
2026-08-16,16,18,7,312400,6
2026-08-17,13,18,11,353100,7
