date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-03-08,101,151,98,2636820,70
2026-03-09,90,101,85,1424902,74
2026-03-10,78,109,73,1925772,45
2026-03-11,43,106,74,1184785,41
2026-03-12,61,108,79,1869284,61
2026-03-13,73,150,83,2856915,67
2026-03-14,58,157,82,3358862,56
2026-03-15,59,144,91,2645396,58
2026-03-16,71,104,66,1603253,57
2026-03-17,55,149,96,2360814,52
2026-03-18,37,88,64,1551340,35
2026-03-19,51,110,84,2194220,50
2026-03-20,100,216,142,3861562,98
2026-03-21,73,180,89,3534462,70
2026-03-22,68,96,60,1294642,41
2026-03-23,55,117,82,1274591,50
2026-03-24,51,130,97,1689286,46
2026-03-25,54,112,91,1401022,49
2026-03-26,89,197,121,3725925,85
2026-03-27,66,205,101,3319700,64
2026-03-28,62,174,77,3035994,62
2026-03-29,49,155,83,2554550,49
2026-03-30,54,94,55,1595314,46
2026-03-31,21,56,44,693360,21
2026-04-01,141,90,67,1285470,41
2026-04-02,31,60,40,999990,31
2026-04-03,38,112,75,1458280,33
2026-04-04,41,120,57,1975850,40
2026-04-05,40,68,43,824950,31
2026-04-06,35,94,57,1385750,33
2026-04-07,61,139,87,1984300,61
2026-04-08,44,124,99,1640247,40
2026-04-09,18,60,53,895126,18
2026-04-10,30,103,56,1216426,30
2026-04-11,40,101,55,1923794,40
2026-04-12,37,115,79,1736940,27
2026-04-13,39,128,93,1632160,31
2026-04-14,24,75,67,996860,24
2026-04-15,30,79,73,1505060,29
2026-04-16,30,103,78,1411193,28
2026-04-17,32,116,85,1727483,32
2026-04-18,87,161,114,1997153,86
2026-04-19,69,121,87,1526642,57
2026-04-20,54,161,112,2107420,54
2026-04-21,57,128,89,1224817,54
2026-04-22,41,63,69,664830,41
2026-04-23,46,148,109,2000500,46
2026-04-24,43,109,84,1289100,43
2026-04-25,59,97,80,1626714,58
2026-04-26,44,124,93,1624530,43
2026-04-27,32,45,55,493330,32
2026-04-28,13,60,50,960454,12
2026-04-29,24,36,41,468730,16
2026-04-30,25,80,65,1180245,25
2026-05-01,93,67,40,1346580,33
2026-05-02,40,118,66,2307378,35
2026-05-03,54,144,85,3181898,53
2026-05-04,45,110,85,2595388,42
2026-05-05,24,61,57,1273258,24
2026-05-06,16,23,20,305580,15
2026-05-07,11,19,15,181360,11
2026-05-08,19,65,38,980290,18
2026-05-09,15,107,46,1718300,15
2026-05-10,27,29,18,448534,15
2026-05-11,11,51,29,624300,6
2026-05-12,33,134,72,1524240,32
2026-05-13,12,33,19,418210,9
2026-05-14,7,34,19,301550,7
2026-05-15,31,43,34,545460,31
2026-05-16,70,231,133,1225330,70
2026-05-17,37,143,74,2180660,24
2026-05-18,8,98,49,1059500,8
2026-05-19,15,54,34,493100,15
2026-05-20,6,28,15,163575,6
2026-05-21,10,36,18,291385,9
2026-05-22,5,39,23,580000,5
2026-05-23,40,106,52,2098377,36
2026-05-24,32,36,27,411370,20
2026-05-25,11,81,50,1117030,11
2026-05-26,10,18,16,151990,10
2026-05-27,9,32,21,133180,9
2026-05-28,15,60,60,544360,15
2026-05-29,21,107,55,1875580,18
2026-05-30,13,63,41,705640,13
2026-05-31,12,16,12,180040,12
2026-06-01,15,60,32,576920,12
2026-06-02,20,57,40,556020,20
2026-06-03,6,20,9,40120,6
2026-06-04,19,78,48,1010286,14
2026-06-05,4,12,5,344266,3
2026-06-06,2,19,6,263466,2
