date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-02-23,48,134,80,3015970,48
2025-02-24,45,115,77,1849030,39
2025-02-25,35,126,97,2288560,33
2025-02-26,25,56,57,545964,24
2025-02-27,40,60,63,870470,37
2025-02-28,32,107,75,1759290,30
2025-03-01,93,94,54,1987570,48
2025-03-02,55,144,107,1393850,55
2025-03-03,47,57,45,542330,41
2025-03-04,32,52,38,608050,32
2025-03-05,43,81,65,883010,43
2025-03-06,44,94,69,1218100,42
2025-03-07,33,109,61,1939910,32
2025-03-08,34,77,42,2108930,34
2025-03-09,28,98,54,1694200,28
2025-03-10,58,91,71,1265440,45
2025-03-11,46,93,64,1298870,39
2025-03-12,47,93,57,1320474,45
2025-03-13,43,81,52,1332830,41
2025-03-14,49,133,89,1616880,48
2025-03-15,42,106,48,2005250,42
2025-03-16,47,81,56,1507760,31
2025-03-17,49,81,67,1266353,42
2025-03-18,30,56,42,780753,29
2025-03-19,20,43,27,858351,19
2025-03-20,42,120,63,1959541,41
2025-03-21,41,112,61,1736200,41
2025-03-22,43,99,47,2008940,42
2025-03-23,32,77,56,1150290,31
2025-03-24,31,67,56,957690,29
2025-03-25,36,63,43,729700,35
2025-03-26,31,107,57,1325690,31
2025-03-27,51,83,69,730620,50
2025-03-28,32,74,52,684388,32
2025-03-29,44,126,67,2152410,44
2025-03-30,51,82,53,899210,51
2025-03-31,30,48,48,750424,29
2025-04-01,29,38,20,317310,15
2025-04-02,16,46,53,586610,16
2025-04-03,18,33,35,480370,18
2025-04-04,29,64,48,409190,29
2025-04-05,29,64,48,1160610,29
2025-04-06,19,35,39,496020,19
2025-04-07,26,44,39,729270,21
2025-04-08,16,35,22,485590,16
2025-04-09,14,34,21,560680,14
2025-04-10,11,18,15,225490,11
2025-04-11,17,39,21,624580,17
2025-04-12,52,122,75,2001600,52
2025-04-13,55,119,87,1912800,55
2025-04-14,11,16,12,321050,10
2025-04-15,15,87,44,1090200,14
2025-04-16,23,57,32,691210,12
2025-04-17,11,14,12,149390,11
2025-04-18,16,54,27,824650,16
2025-04-19,60,95,64,1325520,58
2025-04-20,20,50,45,691950,20
2025-04-21,18,28,17,431750,16
2025-04-22,11,31,16,552070,11
2025-04-23,13,45,34,676710,13
2025-04-24,15,25,37,278110,14
2025-04-25,8,44,25,672650,8
2025-04-26,28,53,30,1041380,27
2025-04-27,22,33,24,755310,22
2025-04-28,20,63,37,1369570,20
2025-04-29,19,32,19,510972,19
2025-04-30,13,23,13,367230,13
2025-05-01,14,25,14,628450,14
2025-05-02,16,18,16,251890,16
2025-05-03,53,105,51,2175207,50
2025-05-04,35,90,38,1812686,35
2025-05-05,11,32,13,918350,11
2025-05-06,2,3,2,32780,2
2025-05-07,3,4,3,45430,3
2025-05-08,9,9,5,170230,5
2025-05-09,9,11,10,98400,9
2025-05-10,21,46,23,460620,20
2025-05-11,4,14,6,128130,4
2025-05-12,6,22,9,82890,5
2025-05-13,6,23,10,102810,6
2025-05-14,11,16,11,175210,11
2025-05-15,10,14,10,278100,10
2025-05-16,13,26,13,395280,13
2025-05-17,59,103,60,1211720,59
2025-05-18,7,9,6,89650,6
2025-05-19,3,10,4,212800,3
2025-05-20,8,11,8,150700,8
2025-05-21,7,23,10,105600,7
2025-05-22,7,23,10,112000,7
2025-05-23,13,13,13,16500,13
2025-05-24,23,37,21,398616,21
