date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2024-07-06,66,161,81,2288370,66
2024-07-07,36,78,42,855700,36
2024-07-08,54,63,49,836410,43
2024-07-09,43,92,61,1121210,42
2024-07-10,58,93,67,968830,46
2024-07-11,59,97,72,1069170,54
2024-07-12,49,130,92,1843105,48
2024-07-13,99,257,112,3998072,95
2024-07-14,78,234,110,3405652,78
2024-07-15,45,60,41,699964,40
2024-07-16,34,46,39,338964,34
2024-07-17,38,113,88,1231240,37
2024-07-18,58,110,97,1407330,56
2024-07-19,46,102,77,1484790,45
2024-07-20,63,151,66,2126462,63
2024-07-21,48,138,87,1930967,46
2024-07-22,39,92,46,973327,40
2024-07-23,39,80,51,910900,39
2024-07-24,30,71,51,681800,29
2024-07-25,49,69,52,843120,44
2024-07-26,64,168,93,2233380,65
2024-07-27,75,203,82,3109273,73
2024-07-28,72,202,116,2186204,66
2024-07-29,43,87,48,1155234,41
2024-07-30,44,93,57,1039900,39
2024-07-31,44,89,50,856630,40
2024-08-01,98,267,118,4059894,91
2024-08-02,67,173,78,2255920,65
2024-08-03,84,261,100,3255050,83
2024-08-04,39,132,63,1765092,38
2024-08-05,47,100,45,1303737,42
2024-08-06,47,96,51,1343771,46
2024-08-07,55,139,70,1638430,50
2024-08-08,39,69,44,1071960,38
2024-08-09,69,176,106,2710843,64
2024-08-10,92,224,121,3515734,85
2024-08-11,99,267,140,4072933,91
2024-08-12,78,198,105,3362223,73
2024-08-13,71,178,90,3006924,60
2024-08-14,48,168,95,2409477,46
2024-08-15,42,113,69,1523047,41
2024-08-16,55,142,78,1898251,56
2024-08-17,34,114,59,1483767,34
2024-08-18,28,92,61,1370362,28
2024-08-19,51,87,56,1458097,43
2024-08-20,26,59,41,618030,26
2024-08-21,24,60,61,599460,21
2024-08-22,26,105,78,1547070,24
2024-08-23,25,123,56,1771908,24
2024-08-24,35,105,51,1395100,35
2024-08-25,34,112,95,1463740,32
2024-08-26,33,121,86,1677370,30
2024-08-27,48,77,86,835230,48
2024-08-28,25,94,77,1083190,23
2024-08-29,37,71,77,882250,35
2024-08-30,29,56,29,713150,26
2024-08-31,21,66,34,993790,21
2024-09-01,27,103,56,1679040,22
2024-09-02,14,28,18,245430,14
2024-09-03,21,42,26,466760,21
2024-09-04,26,61,41,545720,26
2024-09-05,41,72,53,2078460,40
2024-09-06,41,75,66,798550,41
2024-09-07,22,83,40,1048580,22
2024-09-08,29,75,34,941480,27
2024-09-09,10,45,34,712880,10
2024-09-10,9,29,12,222800,9
2024-09-11,39,60,40,262730,37
2024-09-12,45,102,65,660150,44
2024-09-13,62,98,82,988600,55
2024-09-14,91,137,79,1802181,74
2024-09-15,67,150,83,1889511,67
2024-09-16,15,64,35,965480,14
2024-09-17,26,54,33,300950,26
2024-09-18,11,34,15,258600,11
2024-09-19,17,35,18,335720,14
2024-09-20,52,73,56,639740,51
2024-09-21,39,79,59,1516840,35
2024-09-22,26,57,32,942210,26
2024-09-23,9,37,20,323300,9
2024-09-24,24,16,12,113780,12
2024-09-25,40,70,49,458980,40
2024-09-26,43,81,62,522980,41
2024-09-27,45,73,45,963530,39
2024-09-28,46,87,58,923470,46
2024-09-29,14,31,33,731650,14
2024-09-30,13,15,25,287524,8
2024-10-01,10,17,10,259824,8
2024-10-02,4,13,7,145124,4
2024-10-03,1,4,2,114724,1
