date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-06-25,56,135,90,1898895,55
2026-06-26,82,163,119,2038915,80
2026-06-27,75,170,95,2720050,70
2026-06-28,57,134,85,1650515,51
2026-06-29,54,82,79,1047215,53
2026-06-30,32,44,37,366880,30
2026-07-01,67,90,57,1180260,33
2026-07-02,43,127,105,1408790,40
2026-07-03,56,117,87,1823404,53
2026-07-04,66,148,76,2696011,66
2026-07-05,56,126,78,1974044,48
2026-07-06,38,72,51,801540,37
2026-07-07,26,75,57,1030940,25
2026-07-08,39,90,62,974590,32
2026-07-09,44,86,56,1357721,44
2026-07-10,65,159,116,1785810,64
2026-07-11,76,242,108,3475639,76
2026-07-12,44,113,64,1606115,39
2026-07-13,33,59,47,868640,31
2026-07-14,47,63,49,1124350,41
2026-07-15,39,58,50,616358,38
2026-07-16,42,152,92,1893637,40
2026-07-17,58,85,47,1362251,41
2026-07-18,86,188,91,4059995,81
2026-07-19,75,218,102,3666271,74
2026-07-20,42,103,64,1374341,40
2026-07-21,28,83,47,1273947,27
2026-07-22,32,94,52,1042230,28
2026-07-23,24,42,27,574332,21
2026-07-24,40,98,53,1422870,37
2026-07-25,68,183,79,3066293,65
2026-07-26,70,165,65,2079254,58
2026-07-27,39,140,84,1776590,39
2026-07-28,36,108,58,1510970,35
2026-07-29,35,90,57,1251416,32
2026-07-30,41,95,44,1228101,37
2026-07-31,53,172,95,2490966,47
2026-08-01,145,327,140,5432511,110
2026-08-02,61,151,78,2183909,52
2026-08-03,65,110,57,1476584,52
2026-08-04,78,148,83,2050891,58
2026-08-05,52,168,88,2170412,49
2026-08-06,41,97,59,1546761,41
2026-08-07,49,136,87,1551282,45
2026-08-08,55,177,81,3120220,54
2026-08-09,59,232,111,4116595,56
2026-08-10,54,141,71,2767199,49
2026-08-11,53,136,55,2654880,47
2026-08-12,52,147,59,3218885,49
2026-08-13,40,116,46,2337290,40
2026-08-14,49,125,51,2618350,48
2026-08-15,23,64,26,1143630,23
2026-08-16,35,60,27,961691,25
2026-08-17,38,66,36,771120,32
2026-08-18,30,96,54,1226230,29
2026-08-19,24,57,38,645310,24
2026-08-20,16,41,24,752230,16
2026-08-21,32,73,30,1001171,25
2026-08-22,49,150,59,1453765,43
2026-08-23,38,120,80,1436005,37
2026-08-24,30,75,62,947915,26
2026-08-25,25,86,64,1248325,25
2026-08-26,23,37,25,408680,22
2026-08-27,48,118,74,1591260,48
2026-08-28,36,86,70,1398440,29
2026-08-29,28,107,52,1540420,28
2026-08-30,19,46,23,665320,18
2026-08-31,13,24,35,156790,13
2026-09-01,19,24,33,205513,15
2026-09-02,15,30,40,278883,15
2026-09-03,19,103,73,1017803,18
2026-09-04,19,57,52,670328,18
2026-09-05,46,100,53,1209464,45
2026-09-06,18,77,39,932800,18
2026-09-07,23,63,62,466680,19
2026-09-08,20,86,71,1200590,18
2026-09-09,27,62,53,604550,27
2026-09-10,24,90,52,785010,24
2026-09-11,14,74,48,970310,14
2026-09-12,34,54,35,688200,34
2026-09-13,13,19,34,173600,13
2026-09-14,18,55,41,461400,18
2026-09-15,14,81,25,949475,13
2026-09-16,31,79,64,811265,30
2026-09-17,9,13,9,93240,9
2026-09-18,23,29,18,575406,18
2026-09-19,31,70,34,1025509,28
2026-09-20,29,78,33,1407581,27
2026-09-21,24,78,29,2031065,24
2026-09-22,6,33,10,513325,6
2026-09-23,2,3,2,118800,2
