date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2026-06-09,34,45,34,558460,34
2026-06-10,41,43,41,542180,41
2026-06-11,36,51,39,210870,36
2026-06-12,36,61,37,1114030,36
2026-06-13,53,89,54,1466650,53
2026-06-14,27,42,27,840470,27
2026-06-15,34,56,34,996680,34
2026-06-16,29,30,29,226820,29
2026-06-17,45,61,48,587210,45
2026-06-18,17,37,20,418050,17
2026-06-19,54,89,54,523840,54
2026-06-20,59,108,59,1308220,59
2026-06-21,30,48,30,751480,28
2026-06-22,18,42,22,516530,18
2026-06-23,24,44,28,252280,24
2026-06-24,27,40,29,486500,27
2026-06-25,27,50,30,704800,27
2026-06-26,53,67,54,787520,53
2026-06-27,25,60,26,1086180,24
2026-06-28,29,52,30,1018710,29
2026-06-29,20,24,20,386580,20
2026-06-30,18,19,18,108710,18
2026-07-01,15,24,15,346630,15
2026-07-02,30,45,33,377860,30
2026-07-03,22,40,23,809420,22
2026-07-04,39,72,40,1467990,39
2026-07-05,22,26,22,486974,22
2026-07-06,23,41,26,543700,23
2026-07-07,15,28,18,152550,15
2026-07-08,31,60,34,5030920,31
2026-07-09,28,57,31,262040,28
2026-07-10,43,70,42,408710,42
2026-07-11,45,104,48,1342830,45
2026-07-12,21,40,21,595270,21
2026-07-13,16,21,16,422500,16
2026-07-14,25,28,25,476670,25
2026-07-15,19,22,19,254450,19
2026-07-16,21,25,20,375560,20
2026-07-17,18,43,21,707621,18
2026-07-18,51,104,53,2181140,50
2026-07-19,44,109,47,1952600,44
2026-07-20,24,51,25,779502,24
2026-07-21,15,23,14,404820,14
2026-07-22,11,26,11,464410,10
2026-07-23,11,20,11,293360,10
2026-07-24,24,51,26,596270,24
2026-07-25,31,72,30,1430810,30
2026-07-26,25,65,26,986552,24
2026-07-27,26,44,28,662570,26
2026-07-28,18,30,18,523410,18
2026-07-29,15,27,15,367485,15
2026-07-30,25,49,21,762776,21
2026-07-31,18,42,23,594026,18
2026-08-01,56,129,62,2074466,56
2026-08-02,21,44,22,638904,21
2026-08-03,27,47,27,728504,27
2026-08-04,19,24,19,246140,19
2026-08-05,23,39,23,588081,23
2026-08-06,31,57,33,1309190,31
2026-08-07,30,61,29,933622,29
2026-08-08,26,57,30,1404070,26
2026-08-09,38,75,38,1646350,38
2026-08-10,32,65,32,1378434,32
2026-08-11,28,73,30,1516980,28
2026-08-12,32,75,31,1695330,30
2026-08-13,29,91,33,1796950,29
2026-08-14,29,73,30,1413080,29
2026-08-15,20,48,21,943730,20
2026-08-16,18,38,19,744540,18
2026-08-17,18,32,18,330050,18
2026-08-18,23,38,22,333500,22
2026-08-19,16,26,17,206300,16
2026-08-20,10,21,10,375970,10
2026-08-21,16,37,18,560950,16
2026-08-22,25,61,24,737715,21
2026-08-23,27,48,29,478615,27
2026-08-24,21,32,22,263575,21
2026-08-25,20,32,21,481735,20
2026-08-26,17,23,17,147820,17
2026-08-27,39,47,39,625800,39
2026-08-28,24,33,17,585600,17
2026-08-29,22,53,25,600860,22
2026-08-30,15,30,16,393620,15
2026-08-31,10,18,11,101900,10
2026-09-01,12,18,11,136433,10
2026-09-02,12,21,14,161403,12
2026-09-03,15,37,20,168603,15
2026-09-04,9,17,10,111034,9
2026-09-05,23,43,22,563324,22
2026-09-06,1,3,2,114400,1
2026-09-07,1,15,4,0,1
