date_visit,n_stay,n_people,n_room,amount_fee,n_reserve
2025-06-28,79,219,121,3372205,79
2025-06-29,65,117,72,1729270,50
2025-06-30,59,104,71,1135020,43
2025-07-01,67,123,,1369700,60
2025-07-02,55,120,89,1352270,54
2025-07-03,62,114,88,1164100,61
2025-07-04,51,79,53,1045180,48
2025-07-05,54,100,57,1680730,52
2025-07-06,62,113,71,1596045,43
2025-07-07,50,64,56,932470,46
2025-07-08,58,63,60,670010,51
2025-07-09,66,78,58,701540,42
2025-07-10,56,122,87,1440300,53
2025-07-11,61,94,66,1384785,57
2025-07-12,38,95,50,1698540,38
2025-07-13,55,85,53,1390670,48
2025-07-14,58,73,64,880920,57
2025-07-15,53,101,83,1312360,50
2025-07-16,55,106,82,1171000,50
2025-07-17,45,126,94,1496760,44
2025-07-18,48,87,63,1258630,45
2025-07-19,91,206,93,3185052,81
2025-07-20,69,203,92,3241806,69
2025-07-21,39,82,42,1043399,36
2025-07-22,47,72,47,987070,42
2025-07-23,44,78,50,1117991,44
2025-07-24,49,70,56,752689,47
2025-07-25,64,140,66,2097820,61
2025-07-26,56,168,66,2395400,55
2025-07-27,34,120,52,1781530,33
2025-07-28,49,99,48,1537008,39
2025-07-29,46,84,51,1372016,44
2025-07-30,34,65,41,625756,33
2025-07-31,41,115,55,1389470,40
2025-08-01,105,272,114,4456735,101
2025-08-02,78,193,88,3243027,71
2025-08-03,48,157,75,2257861,34
2025-08-04,38,55,37,695446,30
2025-08-05,27,64,36,1026456,26
2025-08-06,22,62,32,585540,22
2025-08-07,28,53,34,668110,27
2025-08-08,59,124,63,1759800,54
2025-08-09,68,140,76,2579231,65
2025-08-10,75,184,86,3328185,74
2025-08-11,51,111,52,2163576,49
2025-08-12,46,110,52,2305840,45
2025-08-13,67,141,65,2691254,63
2025-08-14,52,159,71,3549434,46
2025-08-15,36,101,41,1963910,36
2025-08-16,59,140,58,2132470,53
2025-08-17,25,80,30,1167760,25
2025-08-18,38,47,30,714800,20
2025-08-19,33,78,33,891670,26
2025-08-20,33,103,44,1489980,30
2025-08-21,13,48,25,734760,13
2025-08-22,25,24,19,481410,19
2025-08-23,57,101,62,1054090,56
2025-08-24,14,40,40,511060,14
2025-08-25,23,33,20,378791,20
2025-08-26,21,79,54,267810,21
2025-08-27,14,21,13,192460,12
2025-08-28,17,31,41,294490,16
2025-08-29,25,59,34,826650,17
2025-08-30,25,76,29,870420,25
2025-08-31,17,48,41,618040,16
2025-09-01,42,116,71,1333110,26
2025-09-02,19,66,42,757610,17
2025-09-03,30,91,54,973000,23
2025-09-04,18,78,64,748680,18
2025-09-05,20,38,42,549130,19
2025-09-06,36,73,38,827380,35
2025-09-07,19,61,43,884460,19
2025-09-08,23,86,48,1211680,19
2025-09-09,21,71,42,336500,21
2025-09-10,18,80,43,971200,18
2025-09-11,16,72,44,633150,16
2025-09-12,22,65,39,254649,20
2025-09-13,33,68,38,1181431,31
2025-09-14,19,86,44,640371,19
2025-09-15,21,44,55,395550,18
2025-09-16,34,105,73,961450,34
2025-09-17,21,70,59,726260,21
2025-09-18,16,54,57,344600,16
2025-09-19,20,60,40,632410,20
2025-09-20,23,79,43,514986,23
2025-09-21,17,29,38,318928,16
2025-09-22,24,85,48,551940,20
2025-09-23,17,44,47,527200,16
2025-09-24,44,81,65,548100,44
2025-09-25,7,50,31,803000,7
2025-09-26,12,52,49,696580,7
